No,ISIN CODE,Year,CASH DIVIDENDS PAID - TOTAL,CASH,TOTAL DEBT,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,TOTAL ASSETS,FREE CASH FLOW,A_prev,LEV,Q,kz
335,JP3027670003,2020,31056796,133731518,459500000,913832,666620859,1197435814,45990054,1042753519,0.689297363,0.001370842,0.770696679
335,JP3027670003,2021,37482623,25981632,550500000,1224502,672290854,1306855022,94249835,1197435814,0.818842019,0.001821387,1.222696103
335,JP3027670003,2022,42497074,16058041,577500000,1095438,706521038,1368739451,126570547,1306855022,0.817385427,0.001550468,1.164036949
335,JP3027670003,2023,39122516,18884511,592500000,1049511,706247225,1385619485,91390133,1368739451,0.838941349,0.001486039,1.415843065
335,JP3027670003,2024,,,,1097138,,,108600392,1385619485,,,
336,JP3173400007,2014,4484000,56415000,0,387941.9,134271000,150696000,19087000,,0,0.002889246,
336,JP3173400007,2015,5380000,71634000,0,609551.9,150584000,172292000,17100000,150696000,0,0.004047919,-2.152762638
336,JP3173400007,2016,6479000,82502000,0,515927.9,160522000,178746000,20220000,172292000,0,0.003214063,-2.236949241
336,JP3173400007,2017,8005000,98121000,0,768911.6,177500000,197890000,23885000,178746000,0,0.004331896,-2.629680919
336,JP3173400007,2018,8450000,109458000,0,1012932,197394000,219989000,26847000,197890000,0,0.005131524,-2.554407418
336,JP3173400007,2019,11118000,119972000,0,1358543,218476000,241954000,31005000,219989000,0,0.006218271,-2.859862738
336,JP3173400007,2020,13120000,129612000,0,2003951,238392000,261019000,38005000,241954000,0,0.008406117,-3.008818859
336,JP3173400007,2021,15121000,150745000,0,2102555,266025000,295961000,38234000,261019000,0,0.007903599,-3.200236439
336,JP3173400007,2022,17542000,122699000,0,2101559,293567000,323494000,46789000,295961000,0,0.007158703,-3.050949172
336,JP3173400007,2023,20617000,156321000,0,2203151,327864000,366245000,55949000,323494000,0,0.00671971,-3.333058658
336,JP3173400007,2024,23944000,170244000,0,2589101,398692000,461702000,57488000,366245000,0,0.006493988,-3.358115533
337,JP3449020001,2014,4914000,59369000,485305000,493882.6,240257000,989746000,74566000,,2.019941146,0.002055643,
337,JP3449020001,2015,6142000,53859000,451561000,495120.4,302645000,1023754000,85468000,989746000,1.49204844,0.001635977,4.279939651
337,JP3449020001,2016,7370000,53539000,444604000,382692.2,318286000,990817000,80763000,1023754000,1.396869482,0.001202353,3.951942739
337,JP3449020001,2017,7474000,60516000,391539000,584209.4,361819000,996359000,106491000,990817000,1.082140518,0.001614645,2.910286891
337,JP3449020001,2018,7423000,53766000,336818000,432277,395268000,1009948000,103360000,996359000,0.852125646,0.00109363,2.204917968
337,JP3449020001,2019,9909000,56561000,324940000,407484.6,414710000,1017319000,88912000,1009948000,0.783535483,0.000982577,1.909034444
337,JP3449020001,2020,7350000,51641000,310230000,320266.4,436678000,1011805000,104121000,1017319000,0.710431943,0.000733415,1.774568968
337,JP3449020001,2021,7292000,73074000,291961000,298131.4,470922000,1034592000,104743000,1011805000,0.619977406,0.00063308,1.461921101
337,JP3449020001,2022,7648000,60271000,317145000,247141.7,510618000,1091926000,13108000,1034592000,0.621100314,0.000484005,1.567453959
337,JP3449020001,2023,8204000,79842000,467746000,321064.6,494958000,1260695000,69188000,1091926000,0.945021598,0.00064867,2.509149767
337,JP3449020001,2024,8215000,80101000,433335000,421234.7,563210000,1329656000,140582000,1260695000,0.769402177,0.000747918,1.961788179
338,JP3292200007,2014,5470000,59898000,248520000,615512.2,395835000,1053864000,98646000,,0.627837356,0.001554972,
338,JP3292200007,2015,8548000,61977000,228974000,749050.3,473494000,1117474000,111160000,1053864000,0.483583741,0.001581964,1.013885451
338,JP3292200007,2016,14063000,60571000,191832000,536556.4,455250000,1055370000,115899000,1117474000,0.421377265,0.001178597,0.649006907
338,JP3292200007,2017,14406000,71401000,187975000,702020.3,487738000,1093652000,104951000,1055370000,0.385401589,0.001439339,0.480506839
338,JP3292200007,2018,14406000,135104000,275509000,469272.3,533019000,1260580000,100367000,1093652000,0.516884014,0.000880404,0.846217218
338,JP3292200007,2019,15092000,135542000,274429000,492272.4,536478000,1250230000,76266000,1260580000,0.511538218,0.0009176,0.929406284
338,JP3292200007,2020,15092000,134852000,333477000,296599.3,499343000,1229550000,34548000,1250230000,0.667831531,0.000593979,1.448479167
338,JP3292200007,2021,8232000,118645000,293196000,347062.3,550909000,1277075000,130681000,1229550000,0.532204048,0.000629981,1.1719985
338,JP3292200007,2022,5488000,124254000,270217000,351181.8,624012000,1369049000,56475000,1277075000,0.433031737,0.000562781,1.016854181
338,JP3292200007,2023,7203000,123850000,265231000,441466.1,667234000,1423725000,140358000,1369049000,0.397508221,0.000661636,0.817729683
338,JP3292200007,2024,12005000,167019000,253435000,381905.9,788984000,1609909000,74541000,1423725000,0.321216907,0.000484048,0.467479679
339,JP3194800003,2014,1796000,19292000,12834000,135853.9,128792000,239663000,-1116000,,0.099649047,0.001054832,
339,JP3194800003,2015,1798000,11931000,18911000,142475.4,140655000,260302000,2907000,239663000,0.13444954,0.001012942,0.047333874
339,JP3194800003,2016,2392000,15353000,20990000,139278.8,143278000,266680000,9007000,260302000,0.146498416,0.000972088,-0.016344867
339,JP3194800003,2017,4175000,43621000,14268000,210516.6,152958000,289474000,19810000,266680000,0.093280508,0.001376303,-0.616882055
339,JP3194800003,2018,6559000,45942000,14810000,166906.4,167723000,316544000,30232000,289474000,0.088300352,0.000995131,-0.934023138
339,JP3194800003,2019,7314000,34847000,15200000,145215.4,168457000,297659000,-13110000,316544000,0.090230741,0.000862032,-0.735653107
339,JP3194800003,2020,7473000,26179000,24184000,97576.38,156524000,294918000,-22230000,297659000,0.154506657,0.000623396,-0.550796862
339,JP3194800003,2021,5249000,21613000,30801000,118559.3,169136000,329001000,55447000,294918000,0.18210789,0.00070097,-0.418402419
339,JP3194800003,2022,6349000,33156000,35655000,109886.5,166958000,332345000,-22751000,329001000,0.213556703,0.000658169,-0.157618737
339,JP3194800003,2023,6368000,40244000,39827000,172640.2,172014000,343724000,4269000,332345000,0.23153348,0.00100364,-0.204534122
339,JP3194800003,2024,8610000,30248000,44163000,169933.6,188691000,384748000,-17139000,343724000,0.234049319,0.000900592,-0.323721913
340,JP3940000007,2014,10172000,220147000,107840000,1108293,551381000,1010448000,69093000,,0.19558164,0.002010031,
340,JP3940000007,2015,10065000,247398000,135367000,992114.1,565521000,1060554000,60034000,1010448000,0.239366885,0.001754336,-0.024458707
340,JP3940000007,2016,10675000,249593000,174344000,919138.4,537821000,1062429000,89656000,1060554000,0.324167334,0.001709004,0.224887979
340,JP3940000007,2017,11155000,230128000,178167000,945670,539180000,1088029000,36434000,1062429000,0.330440669,0.001753904,0.30237146
340,JP3940000007,2018,10640000,204422000,153039000,1176431,550307000,1087093000,108312000,1088029000,0.278097498,0.002137772,0.13911317
340,JP3940000007,2019,11035000,195954000,113233000,745759,565841000,1079274000,74524000,1087093000,0.20011452,0.001317966,-0.079555887
340,JP3940000007,2020,11431000,197226000,124838000,1005244,555173000,1055128000,102687000,1079274000,0.224863241,0.001810686,-0.049100201
340,JP3940000007,2021,15950000,241523000,65152000,1110160,576368000,1044366000,97681000,1055128000,0.113038892,0.001926131,-0.637590854
340,JP3940000007,2022,19670000,182644000,45888000,845109.6,590543000,1032657000,75503000,1044366000,0.077704756,0.001431072,-0.804651426
340,JP3940000007,2023,16770000,185373000,48273000,953929.6,610381000,1043296000,86716000,1032657000,0.079086669,0.001562843,-0.715210574
340,JP3940000007,2024,16431000,195061000,92526000,574631.3,585755000,1072618000,45346000,1043296000,0.157960239,0.00098101,-0.417560578
341,JP3174410005,2014,9886000,45575000,800828000,422559.6,575325000,1909668000,93614000,,1.391957589,0.000734471,
341,JP3174410005,2015,9897000,45567000,865692000,627985.3,659000000,2158036000,109614000,1909668000,1.313644917,0.000952937,3.829482313
341,JP3174410005,2016,9896000,43968000,780713000,422997.1,593736000,1934041000,158947000,2158036000,1.314916057,0.000712433,3.845364318
341,JP3174410005,2017,9905000,43833000,680688000,687750.5,637503000,1917068000,147074000,1934041000,1.067740858,0.001078819,3.042941653
341,JP3174410005,2018,9910000,50357000,650547000,746584.8,673889000,1966118000,138141000,1917068000,0.965362248,0.001107875,2.718938195
341,JP3174410005,2019,10900000,78756000,623119000,636017.3,677616000,1940637000,99853000,1966118000,0.919575394,0.00093861,2.563500023
341,JP3174410005,2020,12883000,73943000,602511000,467629.9,692352000,1878096000,141941000,1940637000,0.870237971,0.000675422,2.345337178
341,JP3174410005,2021,13888000,130529000,669623000,578197.6,751180000,1974364000,140603000,1878096000,0.891428153,0.000769719,2.338890957
341,JP3174410005,2022,13889000,44749000,676002000,521392.2,851390000,2044933000,68190000,1974364000,0.79399805,0.000612401,2.149281642
341,JP3174410005,2023,14883000,50774000,815154000,619077.2,937084000,2289202000,154178000,2044933000,0.869883596,0.000660642,2.334070349
341,JP3174410005,2024,15887000,58088000,765372000,585196.7,1066478000,2432589000,205026000,2289202000,0.717663187,0.000548719,1.854704206
342,JP3194000000,2014,1032000,46901000,126471000,214385.4,88815000,412514000,40280000,,1.423982435,0.002413842,
342,JP3194000000,2015,4917000,53632000,114296000,137803.8,119706000,439358000,14545000,412514000,0.954805941,0.001151185,2.318696269
342,JP3194000000,2016,4314000,47829000,130262000,117744.3,106812000,411776000,21121000,439358000,1.21954462,0.001102351,3.247941157
342,JP3194000000,2017,4317000,54164000,96681000,138588.8,96973000,360724000,25394000,411776000,0.996988853,0.001429148,2.479628752
342,JP3194000000,2018,4322000,48698000,93613000,131785.9,100271000,371778000,21382000,360724000,0.933599944,0.001314297,2.219101345
342,JP3194000000,2019,2601000,29730000,93397000,129692.6,100074000,365503000,8215000,371778000,0.933279373,0.001295967,2.525321461
342,JP3194000000,2020,4307000,49227000,97681000,84077.81,106376000,372471000,37042000,365503000,0.918261638,0.000790383,2.136906282
342,JP3194000000,2021,4308000,44845000,94843000,86868.75,113191000,373213000,11386000,372471000,0.837902307,0.000767453,1.982985212
342,JP3194000000,2022,1726000,36691000,100827000,63581.67,107575000,369170000,-16300000,373213000,0.937271671,0.000591045,2.673431963
342,JP3194000000,2023,2587000,37746000,128645000,83903.38,99210000,390425000,8116000,369170000,1.296693882,0.000845715,3.636312365
342,JP3194000000,2024,1726000,35044000,118430000,90793.56,141249000,423399000,36778000,390425000,0.838448414,0.000642791,2.244418016
343,JP3201200007,2014,0,252121000,424042000,1461492,329634000,1015228000,72544000,,1.286402495,0.004433681,
343,JP3201200007,2015,0,209875000,363640000,1415232,355722000,1072071000,92093000,1015228000,1.022258955,0.003978478,2.847257748
343,JP3201200007,2016,3422000,166554000,331612000,1207916,382787000,989193000,35146000,1072071000,0.866309462,0.003155583,2.356572183
343,JP3201200007,2017,5818000,199431000,296682000,1497560,429361000,966120000,102578000,989193000,0.690984975,0.003487881,1.5678326
343,JP3201200007,2018,9583000,191239000,256481000,1230340,442793000,941528000,79978000,966120000,0.579234541,0.00277859,1.082585526
343,JP3201200007,2019,9559000,114426000,190370000,2330555,441193000,884763000,106769000,941528000,0.431489167,0.005282393,0.680067457
343,JP3201200007,2020,10243000,162494000,280915000,2931015,370747000,964507000,103723000,884763000,0.757699995,0.007905701,1.562786495
343,JP3201200007,2021,12856000,217478000,355264000,3256032,394326000,1125510000,155506000,964507000,0.900939832,0.008257209,1.843990026
343,JP3201200007,2022,15428000,302572000,386127000,3938690,510168000,1300216000,107203000,1125510000,0.756862445,0.007720378,1.385684011
343,JP3201200007,2023,17822000,169329000,340057000,2611493,640085000,1351765000,80406000,1300216000,0.531268503,0.004079916,0.892271716
343,JP3201200007,2024,20057000,340933000,299616000,3176259,757186000,1461892000,118734000,1351765000,0.395696698,0.00419482,0.235472439
344,JP3792600003,2014,18873000,44738000,160684000,927947.8,340277000,1002460000,89922000,,0.472215283,0.002727037,
344,JP3792600003,2015,21766000,36104000,168244000,822224.4,418911000,1114251000,108641000,1002460000,0.401622302,0.001962766,0.244652941
344,JP3792600003,2016,24079000,34672000,159135000,655022.1,429517000,1108291000,98123000,1114251000,0.370497559,0.00152502,0.177688312
344,JP3792600003,2017,16633000,32145000,195193000,796943.3,465343000,1182527000,73006000,1108291000,0.419460484,0.001712593,0.618147544
344,JP3792600003,2018,16067000,45225000,201963000,618823.5,502387000,1286929000,70656000,1182527000,0.402006819,0.001231767,0.613525444
344,JP3792600003,2019,16647000,41493000,242682000,602735.2,542650000,1319687000,92024000,1286929000,0.447216438,0.001110726,0.777343804
344,JP3792600003,2020,16075000,40647000,213682000,486669.9,542189000,1248213000,52266000,1319687000,0.394109803,0.000897602,0.674350746
344,JP3792600003,2021,6889000,56188000,182139000,630315.1,554245000,1211838000,133416000,1248213000,0.328625427,0.00113725,0.64681759
344,JP3792600003,2022,9760000,66253000,170992000,360836.7,458170000,1248460000,57778000,1211838000,0.373206452,0.000787561,0.732811798
344,JP3792600003,2023,0,82150000,305776000,273730.2,367915000,1349533000,-52338000,1248460000,0.831105011,0.000744004,2.564526671
344,JP3792600003,2024,0,76955000,389682000,218627.9,392049000,1452848000,-63182000,1349533000,0.993962489,0.000557655,3.092131573
345,JP3197800000,2014,10566000,90251000,488000,1206013,430509000,633786000,74751000,,0.001133542,0.002801365,
345,JP3197800000,2015,12985000,102622000,0,927201.3,489769000,704645000,83035000,633786000,0,0.00189314,-1.155766889
345,JP3197800000,2016,16077000,82910000,2000,852622.7,444718000,661245000,76110000,704645000,4.50E-06,0.001917221,-1.166767276
345,JP3197800000,2017,14539000,126026000,156000,1390727,469029000,676600000,83047000,661245000,0.000332602,0.002965119,-1.246117447
345,JP3197800000,2018,15378000,113023000,0,1014161,505530000,705005000,66526000,676600000,0,0.002006134,-1.218523989
345,JP3197800000,2019,16776000,110250000,0,1397146,504212000,706183000,82342000,705005000,0,0.00277095,-1.265096946
345,JP3197800000,2020,17250000,185533000,0,1612833,530415000,720708000,99049000,706183000,0,0.0030407,-1.453406284
345,JP3197800000,2021,16952000,250755000,0,2424407,606858000,796200000,85977000,720708000,0,0.003995015,-1.508267329
345,JP3197800000,2022,17754000,155484000,20000000,1400607,665227000,912513000,48603000,796200000,0.030064925,0.002105457,-1.106857431
345,JP3197800000,2023,18912000,105279000,213000,1192094,728473000,974647000,60134000,912513000,0.000292392,0.001636429,-1.037870028
345,JP3197800000,2024,19885000,143086000,121074000,1194775,786686000,1335347000,42988000,974647000,0.153903845,0.001518744,-0.562417736
346,JP3180400008,2014,18738000,75258000,573724000,946488.6,798964000,1668317000,160224000,,0.71808492,0.001184645,
346,JP3180400008,2015,18742000,147426000,634018000,962739.6,888496000,1862201000,256061000,1668317000,0.713585655,0.001083561,1.524960076
346,JP3180400008,2016,20809000,209982000,567263000,904404,906624000,1829756000,168580000,1862201000,0.625687165,0.000997551,1.282395108
346,JP3180400008,2017,20803000,167583000,541161000,929404.6,961905000,1886577000,148388000,1829756000,0.56259298,0.000966212,1.113900392
346,JP3180400008,2018,20800000,171529000,505196000,850443.6,999570000,1905215000,120095000,1886577000,0.505413328,0.000850809,0.966368276
346,JP3180400008,2019,20801000,116289000,649678000,887527.8,1004340000,2029722000,158034000,1905215000,0.646870582,0.000883693,1.434634074
346,JP3180400008,2020,20799000,147201000,755647000,842943,997493000,2140482000,175530000,2029722000,0.757546168,0.000845062,1.789977236
346,JP3180400008,2021,20793000,167083000,786687000,768773.9,1081881000,2287424000,160006000,2140482000,0.72714744,0.00071059,1.720117885
346,JP3180400008,2022,22857000,131089000,818184000,858777.2,1259660000,2505338000,67641000,2287424000,0.64952765,0.000681753,1.537988246
