No,ISIN CODE,Year,Board Size,CSR Sustainability Committee,Current CEO Chairman Duality,FREE FLOAT NOSH
940,TH0324B10Z01,2016,,,,73
940,TH0324B10Z01,2017,,,,73
940,TH0324B10Z01,2018,,,,73
940,TH0324B10Z01,2019,6,Y   ,N   ,73
940,TH0324B10Z01,2020,6,Y   ,N   ,73
940,TH0324B10Z01,2021,6,Y   ,N   ,73
940,TH0324B10Z01,2022,8,Y   ,N   ,73
940,TH0324B10Z01,2023,8,Y   ,N   ,73
940,TH0324B10Z01,2024,,,,75
941,TH0661010007,2014,13,Y   ,N   ,50
941,TH0661010007,2015,13,Y   ,N   ,50
941,TH0661010007,2016,12,Y   ,N   ,50
941,TH0661010007,2017,11,Y   ,N   ,50
941,TH0661010007,2018,12,Y   ,N   ,50
941,TH0661010007,2019,12,Y   ,N   ,50
941,TH0661010007,2020,12,Y   ,N   ,45
941,TH0661010007,2021,12,Y   ,N   ,45
941,TH0661010007,2022,12,Y   ,N   ,45
941,TH0661010007,2023,11,Y   ,N   ,45
941,TH0661010007,2024,,,,45
942,TH1027010004,2014,16,Y   ,N   ,36
942,TH1027010004,2015,14,Y   ,N   ,36
942,TH1027010004,2016,14,Y   ,N   ,36
942,TH1027010004,2017,14,Y   ,N   ,36
942,TH1027010004,2018,14,Y   ,N   ,37
942,TH1027010004,2019,16,Y   ,N   ,38
942,TH1027010004,2020,17,Y   ,N   ,38
942,TH1027010004,2021,16,Y   ,N   ,38
942,TH1027010004,2022,15,Y   ,N   ,35
942,TH1027010004,2023,12,Y   ,N   ,35
942,TH1027010004,2024,,,,35
943,TH0418G10Z03,2014,,,,74
943,TH0418G10Z03,2015,,,,74
943,TH0418G10Z03,2016,,,,74
943,TH0418G10Z03,2017,,,,33
943,TH0418G10Z03,2018,,,,44
943,TH0418G10Z03,2019,9,Y   ,N   ,44
943,TH0418G10Z03,2020,10,Y   ,N   ,45
943,TH0418G10Z03,2021,9,Y   ,N   ,47
943,TH0418G10Z03,2022,8,Y   ,N   ,46
943,TH0418G10Z03,2023,7,Y   ,Y   ,47
943,TH0418G10Z03,2024,,,,47
944,TH3925010Z05,2014,,,,25
944,TH3925010Z05,2015,,,,31
944,TH3925010Z05,2016,,,,39
944,TH3925010Z05,2017,,,,44
944,TH3925010Z05,2018,,,,43
944,TH3925010Z05,2019,9,N   ,N   ,44
944,TH3925010Z05,2020,10,N   ,N   ,47
944,TH3925010Z05,2021,7,N   ,N   ,46
944,TH3925010Z05,2022,8,N   ,N   ,47
944,TH3925010Z05,2023,8,N   ,N   ,41
944,TH3925010Z05,2024,,,,46
945,TH0530010Z06,2014,,,,64
945,TH0530010Z06,2015,,,,64
945,TH0530010Z06,2016,,,,64
945,TH0530010Z06,2017,,,,67
945,TH0530010Z06,2018,,,,68
945,TH0530010Z06,2019,10,Y   ,N   ,71
945,TH0530010Z06,2020,9,Y   ,N   ,71
945,TH0530010Z06,2021,10,Y   ,N   ,69
945,TH0530010Z06,2022,10,Y   ,N   ,69
945,TH0530010Z06,2023,10,Y   ,N   ,69
945,TH0530010Z06,2024,,,,69
946,TH0122C10Z04,2014,,,,65
946,TH0122C10Z04,2015,,,,66
946,TH0122C10Z04,2016,9,Y   ,N   ,74
946,TH0122C10Z04,2017,9,Y   ,N   ,67
946,TH0122C10Z04,2018,9,Y   ,N   ,67
946,TH0122C10Z04,2019,9,Y   ,N   ,62
946,TH0122C10Z04,2020,9,Y   ,N   ,68
946,TH0122C10Z04,2021,9,Y   ,N   ,69
946,TH0122C10Z04,2022,9,Y   ,N   ,75
946,TH0122C10Z04,2023,9,Y   ,N   ,66
946,TH0122C10Z04,2024,,,,72
947,TH0121010001,2014,,,,100
947,TH0121010001,2015,,,,100
947,TH0121010001,2016,,,,100
947,TH0121010001,2017,,,,100
947,TH0121010001,2018,,,,95
947,TH0121010001,2019,12,N   ,N   ,100
947,TH0121010001,2020,12,N   ,N   ,100
947,TH0121010001,2021,12,Y   ,N   ,100
947,TH0121010001,2022,12,Y   ,N   ,100
947,TH0121010001,2023,13,Y   ,N   ,100
947,TH0121010001,2024,,,,95
948,TH0689010Z00,2014,,,,37
948,TH0689010Z00,2015,,,,42
948,TH0689010Z00,2016,,,,42
948,TH0689010Z00,2017,,,,39
948,TH0689010Z00,2018,,,,34
948,TH0689010Z00,2019,9,Y   ,N   ,34
948,TH0689010Z00,2020,9,Y   ,N   ,36
948,TH0689010Z00,2021,8,Y   ,N   ,40
948,TH0689010Z00,2022,8,Y   ,N   ,41
948,TH0689010Z00,2023,8,Y   ,N   ,41
948,TH0689010Z00,2024,,,,40
949,TH0150010Z03,2014,9,Y   ,N   ,45
949,TH0150010Z03,2015,12,Y   ,N   ,45
949,TH0150010Z03,2016,14,Y   ,N   ,45
949,TH0150010Z03,2017,14,Y   ,N   ,45
949,TH0150010Z03,2018,13,Y   ,N   ,45
949,TH0150010Z03,2019,12,Y   ,N   ,45
949,TH0150010Z03,2020,12,Y   ,N   ,45
949,TH0150010Z03,2021,12,Y   ,N   ,45
949,TH0150010Z03,2022,12,Y   ,N   ,45
949,TH0150010Z03,2023,10,Y   ,N   ,45
949,TH0150010Z03,2024,,,,45
950,TH0143010Z08,2014,,,,55
950,TH0143010Z08,2015,,,,54
950,TH0143010Z08,2016,,,,54
950,TH0143010Z08,2017,9,N   ,Y   ,54
950,TH0143010Z08,2018,10,N   ,N   ,62
950,TH0143010Z08,2019,10,Y   ,N   ,63
950,TH0143010Z08,2020,10,Y   ,N   ,70
950,TH0143010Z08,2021,10,Y   ,N   ,70
950,TH0143010Z08,2022,9,Y   ,N   ,70
950,TH0143010Z08,2023,9,Y   ,N   ,70
950,TH0143010Z08,2024,,,,70
951,TH0429010Z01,2014,18,N   ,N   ,2
951,TH0429010Z01,2015,18,Y   ,N   ,2
951,TH0429010Z01,2016,18,Y   ,N   ,2
951,TH0429010Z01,2017,16,Y   ,N   ,2
951,TH0429010Z01,2018,16,Y   ,N   ,7
951,TH0429010Z01,2019,16,Y   ,N   ,7
951,TH0429010Z01,2020,15,Y   ,N   ,7
951,TH0429010Z01,2021,15,Y   ,N   ,7
951,TH0429010Z01,2022,15,Y   ,N   ,14
951,TH0429010Z01,2023,15,Y   ,N   ,15
951,TH0429010Z01,2024,,,,15
952,TH4984010009,2014,,,,43
952,TH4984010009,2015,,,,45
952,TH4984010009,2016,,,,45
952,TH4984010009,2017,,,,45
952,TH4984010009,2018,,,,45
952,TH4984010009,2019,10,N   ,N   ,45
952,TH4984010009,2020,10,N   ,N   ,45
952,TH4984010009,2021,10,Y   ,N   ,45
952,TH4984010009,2022,10,Y   ,N   ,45
952,TH4984010009,2023,11,Y   ,N   ,45
952,TH4984010009,2024,,,,45
953,TH6068010Y02,2015,,,,32
953,TH6068010Y02,2016,,,,29
953,TH6068010Y02,2017,8,N   ,N   ,32
953,TH6068010Y02,2018,7,Y   ,N   ,32
953,TH6068010Y02,2019,8,Y   ,N   ,33
953,TH6068010Y02,2020,8,Y   ,N   ,33
953,TH6068010Y02,2021,7,Y   ,N   ,33
953,TH6068010Y02,2022,7,Y   ,N   ,33
953,TH6068010Y02,2023,7,Y   ,N   ,33
953,TH6068010Y02,2024,,,,33
954,TH0083B10Z02,2014,,,,90
954,TH0083B10Z02,2015,,,,90
954,TH0083B10Z02,2016,,,,90
954,TH0083B10Z02,2017,,,,89
954,TH0083B10Z02,2018,,,,89
954,TH0083B10Z02,2019,7,N   ,N   ,89
954,TH0083B10Z02,2020,9,N   ,N   ,84
954,TH0083B10Z02,2021,9,N   ,N   ,89
954,TH0083B10Z02,2022,9,N   ,N   ,89
954,TH0083B10Z02,2023,9,Y   ,N   ,80
954,TH0083B10Z02,2024,,,,77
955,TH6789010001,2016,,,,32
955,TH6789010001,2017,,,,37
955,TH6789010001,2018,,,,45
955,TH6789010001,2019,14,N   ,N   ,48
955,TH6789010001,2020,12,Y   ,N   ,46
955,TH6789010001,2021,14,Y   ,N   ,40
955,TH6789010001,2022,13,Y   ,N   ,40
955,TH6789010001,2023,13,Y   ,N   ,36
955,TH6789010001,2024,,,,34
956,TH8752010000,2019,15,N   ,N   ,61
956,TH8752010000,2020,16,Y   ,N   ,66
956,TH8752010000,2021,17,Y   ,N   ,68
956,TH8752010000,2022,17,Y   ,N   ,71
956,TH8752010000,2023,17,Y   ,N   ,68
956,TH8752010000,2024,,,,68
957,TH0617A10Z08,2014,,,,80
957,TH0617A10Z08,2015,,,,80
957,TH0617A10Z08,2016,,,,82
957,TH0617A10Z08,2017,,,,76
957,TH0617A10Z08,2018,,,,82
957,TH0617A10Z08,2019,7,Y   ,Y   ,76
957,TH0617A10Z08,2020,7,Y   ,Y   ,76
957,TH0617A10Z08,2021,7,Y   ,Y   ,69
957,TH0617A10Z08,2022,7,Y   ,Y   ,74
957,TH0617A10Z08,2023,6,Y   ,Y   ,74
957,TH0617A10Z08,2024,,,,67
958,TH0308010Y08,2014,,,,70
958,TH0308010Y08,2015,,,,79
958,TH0308010Y08,2016,,,,79
958,TH0308010Y08,2017,,,,74
958,TH0308010Y08,2018,,,,79
958,TH0308010Y08,2019,13,N   ,N   ,79
958,TH0308010Y08,2020,13,N   ,N   ,79
958,TH0308010Y08,2021,13,N   ,N   ,79
958,TH0308010Y08,2022,13,N   ,N   ,79
958,TH0308010Y08,2023,13,N   ,N   ,79
958,TH0308010Y08,2024,,,,79
959,TH6253010008,2015,,,,34
959,TH6253010008,2016,,,,39
959,TH6253010008,2017,,,,39
959,TH6253010008,2018,,,,36
959,TH6253010008,2019,9,Y   ,N   ,48
959,TH6253010008,2020,8,Y   ,N   ,47
959,TH6253010008,2021,8,Y   ,N   ,48
959,TH6253010008,2022,8,Y   ,N   ,53
959,TH6253010008,2023,8,Y   ,N   ,51
959,TH6253010008,2024,,,,51
960,TH7595010003,2014,,,,100
960,TH7595010003,2015,,,,100
960,TH7595010003,2016,,,,100
960,TH7595010003,2017,,,,40
960,TH7595010003,2018,,,,40
960,TH7595010003,2019,15,Y   ,N   ,40
960,TH7595010003,2020,10,Y   ,N   ,40
960,TH7595010003,2021,10,Y   ,N   ,40
960,TH7595010003,2022,11,Y   ,N   ,40
960,TH7595010003,2023,11,Y   ,N   ,40
960,TH7595010003,2024,,,,40
961,TH4547010009,2014,,,,54
961,TH4547010009,2015,,,,55
961,TH4547010009,2016,,,,59
961,TH4547010009,2017,,,,59
961,TH4547010009,2018,,,,59
961,TH4547010009,2019,10,Y   ,N   ,59
961,TH4547010009,2020,10,Y   ,N   ,53
961,TH4547010009,2021,11,Y   ,N   ,69
961,TH4547010009,2022,11,Y   ,N   ,69
961,TH4547010009,2023,10,Y   ,N   ,69
961,TH4547010009,2024,,,,69
962,TH0646010Z00,2014,20,Y   ,N   ,34
962,TH0646010Z00,2015,20,Y   ,N   ,34
962,TH0646010Z00,2016,19,Y   ,N   ,34
962,TH0646010Z00,2017,20,Y   ,N   ,35
962,TH0646010Z00,2018,19,Y   ,N   ,37
962,TH0646010Z00,2019,16,Y   ,N   ,37
962,TH0646010Z00,2020,20,Y   ,N   ,37
962,TH0646010Z00,2021,15,Y   ,N   ,37
962,TH0646010Z00,2022,15,Y   ,N   ,37
962,TH0646010Z00,2023,15,Y   ,N   ,37
962,TH0646010Z00,2024,,,,37
963,TH0355A10Z04,2014,17,Y   ,N   ,35
963,TH0355A10Z04,2015,17,Y   ,N   ,35
963,TH0355A10Z04,2016,17,Y   ,N   ,35
963,TH0355A10Z04,2017,17,Y   ,N   ,35
963,TH0355A10Z04,2018,15,Y   ,N   ,35
963,TH0355A10Z04,2019,16,Y   ,N   ,35
963,TH0355A10Z04,2020,16,Y   ,N   ,35
963,TH0355A10Z04,2021,16,Y   ,N   ,36
963,TH0355A10Z04,2022,15,Y   ,N   ,36
963,TH0355A10Z04,2023,14,Y   ,N   ,36
963,TH0355A10Z04,2024,,,,36
964,TH1074010006,2014,16,Y   ,N   ,51
964,TH1074010006,2015,15,Y   ,N   ,51
964,TH1074010006,2016,15,Y   ,N   ,51
964,TH1074010006,2017,15,Y   ,N   ,51
964,TH1074010006,2018,15,Y   ,N   ,51
964,TH1074010006,2019,14,Y   ,N   ,52
964,TH1074010006,2020,15,Y   ,N   ,52
964,TH1074010006,2021,15,Y   ,N   ,55
964,TH1074010006,2022,15,Y   ,N   ,55
964,TH1074010006,2023,15,Y   ,N   ,55
964,TH1074010006,2024,,,,55
965,TH0256A10Z04,2014,,,,58
965,TH0256A10Z04,2015,,,,62
965,TH0256A10Z04,2016,,,,56
965,TH0256A10Z04,2017,,,,64
965,TH0256A10Z04,2018,,,,75
965,TH0256A10Z04,2019,11,N   ,N   ,75
965,TH0256A10Z04,2020,11,Y   ,N   ,75
965,TH0256A10Z04,2021,11,Y   ,N   ,75
965,TH0256A10Z04,2022,11,Y   ,N   ,75
965,TH0256A10Z04,2023,11,Y   ,N   ,75
965,TH0256A10Z04,2024,,,,75
966,TH0637010Y00,2014,,,,55
966,TH0637010Y00,2015,,,,55
966,TH0637010Y00,2016,,,,55
966,TH0637010Y00,2017,,,,55
966,TH0637010Y00,2018,14,Y   ,N   ,55
966,TH0637010Y00,2019,13,Y   ,N   ,55
966,TH0637010Y00,2020,13,Y   ,N   ,55
966,TH0637010Y00,2021,12,Y   ,N   ,55
966,TH0637010Y00,2022,13,Y   ,N   ,70
966,TH0637010Y00,2023,10,Y   ,N   ,49
966,TH0637010Y00,2024,,,,49
967,TH9451010002,2019,9,N   ,N   ,
967,TH9451010002,2020,9,N   ,N   ,28
967,TH9451010002,2021,11,Y   ,N   ,28
967,TH9451010002,2022,12,Y   ,N   ,28
967,TH9451010002,2023,12,Y   ,N   ,28
967,TH9451010002,2024,,,,28
968,TH0128B10Z09,2014,9,Y   ,Y   ,67
968,TH0128B10Z09,2015,8,Y   ,Y   ,67
968,TH0128B10Z09,2016,9,Y   ,Y   ,76
968,TH0128B10Z09,2017,10,Y   ,Y   ,76
968,TH0128B10Z09,2018,12,Y   ,Y   ,76
968,TH0128B10Z09,2019,12,Y   ,Y   ,76
968,TH0128B10Z09,2020,12,Y   ,Y   ,75
968,TH0128B10Z09,2021,12,Y   ,N   ,75
968,TH0128B10Z09,2022,10,Y   ,N   ,75
968,TH0128B10Z09,2023,10,Y   ,N   ,76
968,TH0128B10Z09,2024,,,,74
969,TH0697010Z03,2014,,,,42
969,TH0697010Z03,2015,,,,40
969,TH0697010Z03,2016,,,,35
969,TH0697010Z03,2017,,,,35
969,TH0697010Z03,2018,,,,48
969,TH0697010Z03,2019,11,N   ,N   ,48
969,TH0697010Z03,2020,12,N   ,N   ,29
969,TH0697010Z03,2021,12,N   ,N   ,44
969,TH0697010Z03,2022,12,Y   ,N   ,44
969,TH0697010Z03,2023,12,Y   ,N   ,43
969,TH0697010Z03,2024,,,,48
971,TH0577C10Z04,2014,,,,93
971,TH0577C10Z04,2015,,,,94
971,TH0577C10Z04,2016,,,,94
971,TH0577C10Z04,2017,,,,94
971,TH0577C10Z04,2018,,,,94
971,TH0577C10Z04,2019,15,Y   ,Y   ,94
971,TH0577C10Z04,2020,16,Y   ,Y   ,94
971,TH0577C10Z04,2021,12,Y   ,Y   ,94
971,TH0577C10Z04,2022,12,Y   ,N   ,94
971,TH0577C10Z04,2023,12,Y   ,Y   ,94
971,TH0577C10Z04,2024,,,,93
972,TH0015010000,2014,17,Y   ,N   ,56
972,TH0015010000,2015,21,Y   ,N   ,56
972,TH0015010000,2016,16,Y   ,N   ,56
972,TH0015010000,2017,16,Y   ,N   ,50
972,TH0015010000,2018,17,Y   ,N   ,59
972,TH0015010000,2019,17,Y   ,N   ,53
972,TH0015010000,2020,16,Y   ,N   ,30
972,TH0015010000,2021,17,Y   ,N   ,30
972,TH0015010000,2022,,,,100
972,TH0015010000,2023,,,,100
972,TH0015010000,2024,,,,100
973,TH0003010Z04,2014,12,Y   ,N   ,70
973,TH0003010Z04,2015,12,Y   ,N   ,70
973,TH0003010Z04,2016,12,Y   ,N   ,69
973,TH0003010Z04,2017,12,Y   ,N   ,69
973,TH0003010Z04,2018,13,Y   ,N   ,70
973,TH0003010Z04,2019,12,Y   ,N   ,67
973,TH0003010Z04,2020,12,Y   ,N   ,66
973,TH0003010Z04,2021,12,Y   ,N   ,66
973,TH0003010Z04,2022,15,Y   ,N   ,66
973,TH0003010Z04,2023,15,Y   ,N   ,66
973,TH0003010Z04,2024,,,,61
974,TH0991010008,2014,,,,41
974,TH0991010008,2015,,,,48
974,TH0991010008,2016,,,,44
974,TH0991010008,2017,,,,49
974,TH0991010008,2018,,,,49
974,TH0991010008,2019,10,N   ,N   ,49
974,TH0991010008,2020,10,N   ,N   ,47
974,TH0991010008,2021,10,N   ,N   ,37
974,TH0991010008,2022,13,Y   ,N   ,45
974,TH0991010008,2023,13,Y   ,N   ,45
974,TH0991010008,2024,,,,45
975,TH0201A10Y01,2014,,,,58
975,TH0201A10Y01,2015,,,,58
975,TH0201A10Y01,2016,,,,60
975,TH0201A10Y01,2017,,,,60
975,TH0201A10Y01,2018,12,Y   ,N   ,63
975,TH0201A10Y01,2019,12,Y   ,N   ,79
975,TH0201A10Y01,2020,18,Y   ,N   ,79
975,TH0201A10Y01,2021,13,Y   ,N   ,63
975,TH0201A10Y01,2022,11,Y   ,N   ,36
975,TH0201A10Y01,2023,11,Y   ,N   ,28
975,TH0201A10Y01,2024,10,Y   ,N   ,28
976,TH0371010Z05,2014,,,,72
976,TH0371010Z05,2015,,,,72
976,TH0371010Z05,2016,,,,66
976,TH0371010Z05,2017,,,,71
976,TH0371010Z05,2018,,,,74
976,TH0371010Z05,2019,10,N   ,Y   ,65
976,TH0371010Z05,2020,10,N   ,Y   ,70
976,TH0371010Z05,2021,10,N   ,Y   ,70
976,TH0371010Z05,2022,10,Y   ,Y   ,69
976,TH0371010Z05,2023,10,Y   ,Y   ,65
976,TH0371010Z05,2024,,,,64
977,TH0833010Y05,2014,,,,65
977,TH0833010Y05,2015,,,,56
977,TH0833010Y05,2016,,,,54
977,TH0833010Y05,2017,,,,61
977,TH0833010Y05,2018,,,,61
977,TH0833010Y05,2019,7,N   ,N   ,62
977,TH0833010Y05,2020,7,N   ,N   ,61
977,TH0833010Y05,2021,7,N   ,Y   ,61
977,TH0833010Y05,2022,8,N   ,N   ,65
977,TH0833010Y05,2023,8,N   ,N   ,64
977,TH0833010Y05,2024,,,,65
978,TH6838010002,2015,,,,34
978,TH6838010002,2016,,,,34
978,TH6838010002,2017,,,,34
978,TH6838010002,2018,,,,39
978,TH6838010002,2019,8,Y   ,N   ,39
978,TH6838010002,2020,8,Y   ,N   ,39
978,TH6838010002,2021,8,Y   ,N   ,39
978,TH6838010002,2022,7,Y   ,N   ,39
978,TH6838010002,2023,9,Y   ,N   ,39
978,TH6838010002,2024,,,,39
979,TH9829010Z03,2020,13,Y   ,N   ,100
979,TH9829010Z03,2021,12,Y   ,N   ,44
979,TH9829010Z03,2022,12,Y   ,N   ,44
979,TH9829010Z03,2023,12,Y   ,N   ,44
979,TH9829010Z03,2024,,,,44
980,TH0254A10Z06,2014,,,,67
980,TH0254A10Z06,2015,,,,68
980,TH0254A10Z06,2016,,,,68
980,TH0254A10Z06,2017,,,,67
980,TH0254A10Z06,2018,,,,67
980,TH0254A10Z06,2019,12,Y   ,N   ,67
980,TH0254A10Z06,2020,13,Y   ,N   ,69
980,TH0254A10Z06,2021,13,Y   ,N   ,69
980,TH0254A10Z06,2022,12,Y   ,N   ,69
980,TH0254A10Z06,2023,12,Y   ,N   ,69
980,TH0254A10Z06,2024,,,,69
981,TH0307010Z09,2014,,,,85
981,TH0307010Z09,2015,,,,85
981,TH0307010Z09,2016,,,,85
981,TH0307010Z09,2017,,,,85
981,TH0307010Z09,2018,,,,85
981,TH0307010Z09,2019,11,Y   ,N   ,85
981,TH0307010Z09,2020,11,Y   ,N   ,85
981,TH0307010Z09,2021,11,Y   ,N   ,85
981,TH0307010Z09,2022,13,Y   ,N   ,85
981,TH0307010Z09,2023,10,Y   ,N   ,85
981,TH0307010Z09,2024,,,,83
982,TH5456010Y00,2014,,,,39
982,TH5456010Y00,2015,,,,44
982,TH5456010Y00,2016,,,,56
982,TH5456010Y00,2017,,,,56
982,TH5456010Y00,2018,,,,68
982,TH5456010Y00,2019,13,N   ,N   ,60
982,TH5456010Y00,2020,13,N   ,N   ,67
982,TH5456010Y00,2021,14,Y   ,N   ,66
982,TH5456010Y00,2022,14,Y   ,N   ,66
982,TH5456010Y00,2023,14,Y   ,N   ,72
982,TH5456010Y00,2024,,,,71
983,TH0554010Z06,2014,,,,29
983,TH0554010Z06,2015,,,,29
983,TH0554010Z06,2016,,,,29
983,TH0554010Z06,2017,,,,29
983,TH0554010Z06,2018,11,N   ,N   ,29
983,TH0554010Z06,2019,12,N   ,N   ,29
983,TH0554010Z06,2020,10,N   ,N   ,29
983,TH0554010Z06,2021,11,N   ,N   ,29
983,TH0554010Z06,2022,,,,29
983,TH0554010Z06,2023,,,,29
983,TH0554010Z06,2024,,,,29
984,TH0245010002,2014,18,Y   ,N   ,34
984,TH0245010002,2015,19,Y   ,N   ,34
984,TH0245010002,2016,18,Y   ,N   ,34
984,TH0245010002,2017,13,Y   ,N   ,34
984,TH0245010002,2018,15,Y   ,N   ,34
984,TH0245010002,2019,13,Y   ,N   ,34
984,TH0245010002,2020,12,N   ,N   ,37
984,TH0245010002,2021,3,N   ,N   ,35
984,TH0245010002,2022,2,N   ,N   ,100
984,TH0245010002,2023,2,N   ,N   ,100
984,TH0245010002,2024,,,,100
985,TH0221B10Z05,2014,12,Y   ,N   ,67
985,TH0221B10Z05,2015,13,Y   ,N   ,67
985,TH0221B10Z05,2016,13,Y   ,N   ,67
985,TH0221B10Z05,2017,14,Y   ,N   ,67
985,TH0221B10Z05,2018,14,Y   ,N   ,68
985,TH0221B10Z05,2019,14,Y   ,N   ,71
985,TH0221B10Z05,2020,13,Y   ,N   ,84
985,TH0221B10Z05,2021,12,Y   ,N   ,81
985,TH0221B10Z05,2022,12,Y   ,N   ,80
985,TH0221B10Z05,2023,12,Y   ,N   ,80
985,TH0221B10Z05,2024,11,Y   ,N   ,79
986,TH6927010004,2016,,,,19
986,TH6927010004,2017,,,,34
986,TH6927010004,2018,,,,34
986,TH6927010004,2019,8,N   ,N   ,39
986,TH6927010004,2020,8,N   ,N   ,51
986,TH6927010004,2021,8,N   ,N   ,51
986,TH6927010004,2022,9,N   ,N   ,46
986,TH6927010004,2023,10,N   ,N   ,42
986,TH6927010004,2024,,,,42
987,TH0961010Y04,2014,,,,35
987,TH0961010Y04,2015,,,,35
987,TH0961010Y04,2016,,,,35
987,TH0961010Y04,2017,,,,35
987,TH0961010Y04,2018,,,,35
987,TH0961010Y04,2019,12,N   ,N   ,35
987,TH0961010Y04,2020,12,N   ,N   ,36
987,TH0961010Y04,2021,12,N   ,N   ,36
987,TH0961010Y04,2022,12,N   ,N   ,36
987,TH0961010Y04,2023,12,N   ,N   ,36
987,TH0961010Y04,2024,,,,36
988,TH0016010009,2014,18,Y   ,Y   ,100
988,TH0016010009,2015,19,Y   ,Y   ,100
988,TH0016010009,2016,19,Y   ,Y   ,100
988,TH0016010009,2017,18,Y   ,Y   ,100
988,TH0016010009,2018,17,Y   ,Y   ,100
988,TH0016010009,2019,18,Y   ,Y   ,100
988,TH0016010009,2020,18,Y   ,Y   ,91
988,TH0016010009,2021,18,Y   ,N   ,91
988,TH0016010009,2022,18,Y   ,N   ,90
988,TH0016010009,2023,18,Y   ,N   ,90
988,TH0016010009,2024,,,,91
989,TH0796010005,2014,14,N   ,N   ,51
989,TH0796010005,2015,14,N   ,N   ,51
989,TH0796010005,2016,14,N   ,N   ,51
989,TH0796010005,2017,14,N   ,N   ,51
989,TH0796010005,2018,14,N   ,N   ,51
989,TH0796010005,2019,15,Y   ,N   ,52
989,TH0796010005,2020,16,Y   ,N   ,53
989,TH0796010005,2021,16,Y   ,N   ,50
989,TH0796010005,2022,14,Y   ,N   ,55
989,TH0796010005,2023,14,Y   ,N   ,55
989,TH0796010005,2024,,,,55
990,TH0219010Z06,2014,,,,76
990,TH0219010Z06,2015,,,,76
990,TH0219010Z06,2016,,,,76
990,TH0219010Z06,2017,,,,76
990,TH0219010Z06,2018,,,,76
990,TH0219010Z06,2019,16,N   ,N   ,77
990,TH0219010Z06,2020,14,N   ,N   ,77
990,TH0219010Z06,2021,14,N   ,N   ,77
990,TH0219010Z06,2022,12,Y   ,N   ,77
990,TH0219010Z06,2023,11,Y   ,N   ,77
990,TH0219010Z06,2024,,,,77
991,TH0999010Z03,2014,13,Y   ,N   ,78
991,TH0999010Z03,2015,13,Y   ,N   ,79
991,TH0999010Z03,2016,12,Y   ,N   ,89
991,TH0999010Z03,2017,12,Y   ,N   ,100
991,TH0999010Z03,2018,12,Y   ,N   ,90
991,TH0999010Z03,2019,13,Y   ,N   ,85
991,TH0999010Z03,2020,13,Y   ,N   ,90
991,TH0999010Z03,2021,14,Y   ,N   ,90
991,TH0999010Z03,2022,13,Y   ,N   ,90
991,TH0999010Z03,2023,13,Y   ,N   ,90
991,TH0999010Z03,2024,,,,90
992,TH0068010Z07,2014,12,Y   ,N   ,49
992,TH0068010Z07,2015,12,Y   ,N   ,49
992,TH0068010Z07,2016,14,Y   ,N   ,49
992,TH0068010Z07,2017,14,Y   ,N   ,49
992,TH0068010Z07,2018,14,Y   ,N   ,49
992,TH0068010Z07,2019,15,Y   ,N   ,49
992,TH0068010Z07,2020,13,Y   ,N   ,39
992,TH0068010Z07,2021,15,Y   ,N   ,34
992,TH0068010Z07,2022,15,Y   ,N   ,32
992,TH0068010Z07,2023,14,Y   ,N   ,30
992,TH0068010Z07,2024,,,,31
993,TH8193010007,2018,,,,34
993,TH8193010007,2019,11,Y   ,N   ,28
993,TH8193010007,2020,9,Y   ,N   ,28
993,TH8193010007,2021,9,Y   ,N   ,34
993,TH8193010007,2022,9,Y   ,N   ,34
993,TH8193010007,2023,8,Y   ,N   ,34
993,TH8193010007,2024,,,,25
994,TH0471010Y04,2014,15,Y   ,N   ,56
994,TH0471010Y04,2015,15,Y   ,N   ,61
994,TH0471010Y04,2016,16,Y   ,N   ,61
994,TH0471010Y04,2017,17,Y   ,N   ,61
994,TH0471010Y04,2018,14,Y   ,N   ,52
994,TH0471010Y04,2019,15,Y   ,N   ,52
994,TH0471010Y04,2020,15,Y   ,N   ,52
994,TH0471010Y04,2021,14,Y   ,N   ,55
994,TH0471010Y04,2022,15,Y   ,Y   ,55
994,TH0471010Y04,2023,15,Y   ,N   ,55
994,TH0471010Y04,2024,,,,55
995,TH7534010007,2017,,,,30
995,TH7534010007,2018,,,,30
995,TH7534010007,2019,14,Y   ,N   ,30
995,TH7534010007,2020,15,Y   ,N   ,30
995,TH7534010007,2021,15,Y   ,N   ,30
995,TH7534010007,2022,15,Y   ,N   ,30
995,TH7534010007,2023,16,Y   ,N   ,30
995,TH7534010007,2024,,,,30
997,TH0375010Z06,2014,18,N   ,N   ,50
997,TH0375010Z06,2015,18,Y   ,N   ,47
997,TH0375010Z06,2016,18,Y   ,N   ,60
997,TH0375010Z06,2017,18,Y   ,N   ,62
997,TH0375010Z06,2018,18,Y   ,N   ,62
997,TH0375010Z06,2019,16,Y   ,N   ,64
997,TH0375010Z06,2020,16,Y   ,N   ,64
997,TH0375010Z06,2021,15,Y   ,N   ,64
997,TH0375010Z06,2022,5,Y   ,N   ,69
997,TH0375010Z06,2023,12,Y   ,N   ,56
997,TH0375010Z06,2024,,,,56
998,TH0450010Y08,2014,12,Y   ,N   ,80
998,TH0450010Y08,2015,14,Y   ,N   ,82
998,TH0450010Y08,2016,12,Y   ,N   ,87
998,TH0450010Y08,2017,12,Y   ,N   ,72
998,TH0450010Y08,2018,12,Y   ,N   ,79
