Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MEITEC GROUP HOLDINGS - Current CEO Chairman Duality,N   ,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MEITEC GROUP HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MEITEC GROUP HOLDINGS - FREE FLOAT NOSH,87,92,90,89,95,95,95,89,88,88,94
MEIJI HOLDINGS - Board Size,9,10,11,11,10,11,9,8,8,9,NA
MEIJI HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MEIJI HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MEIJI HOLDINGS - FREE FLOAT NOSH,100,100,100,100,100,100,100,95,100,100,100
MERCARI - Board Size,NA,NA,NA,NA,6,7,5,4,4,5,10
MERCARI - Current CEO Chairman Duality,NA,NA,NA,NA,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   
MERCARI - CSR Sustainability Committee,NA,NA,NA,NA,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
MERCARI - FREE FLOAT NOSH,NA,NA,NA,NA,41,63,63,64,71,63,69
MITSUI MNG.& SMELT. - Board Size,12,13,11,8,8,8,7,8,8,8,9
MITSUI MNG.& SMELT. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
MITSUI MNG.& SMELT. - CSR Sustainability Committee,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
MITSUI MNG.& SMELT. - FREE FLOAT NOSH,100,100,100,95,95,94,94,94,94,100,89
MITSUBISHI HEAVY INDS. - Board Size,18,12,13,12,12,11,12,12,12,12,12
MITSUBISHI HEAVY INDS. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,N   
MITSUBISHI HEAVY INDS. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
MITSUBISHI HEAVY INDS. - FREE FLOAT NOSH,95,95,95,100,100,100,100,100,100,100,100
PANASONIC HOLDINGS - Board Size,14,17,17,17,14,14,12,14,14,12,13
PANASONIC HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   
PANASONIC HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
PANASONIC HOLDINGS - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
MITSUI FUDOSAN - Board Size,15,15,15,13,14,14,13,12,12,12,12
MITSUI FUDOSAN - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   
MITSUI FUDOSAN - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
MITSUI FUDOSAN - FREE FLOAT NOSH,100,100,100,100,100,100,95,95,100,100,100
TOKIO MARINE HOLDINGS - Board Size,11,14,15,15,15,14,13,13,14,14,NA
TOKIO MARINE HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,NA
TOKIO MARINE HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
TOKIO MARINE HOLDINGS - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
MITSUI E&S - Board Size,15,15,15,13,13,13,11,7,6,7,NA
MITSUI E&S - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,Y   ,NA
MITSUI E&S - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
MITSUI E&S - FREE FLOAT NOSH,95,100,100,100,95,100,100,100,100,100,100
MISUMI GROUP - Board Size,NA,NA,8,8,6,7,7,6,10,9,NA
MISUMI GROUP - Current CEO Chairman Duality,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MISUMI GROUP - CSR Sustainability Committee,NA,NA,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
MISUMI GROUP - FREE FLOAT NOSH,90,88,92,82,83,93,92,92,82,83,89
MITSUBISHI UFJ FINL.GP. - Board Size,20,22,24,24,22,18,16,16,16,16,NA
MITSUBISHI UFJ FINL.GP. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,NA
MITSUBISHI UFJ FINL.GP. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MITSUBISHI UFJ FINL.GP. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
MIURA - Board Size,NA,NA,NA,NA,NA,NA,13,12,12,11,NA
MIURA - Current CEO Chairman Duality,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,NA
MIURA - CSR Sustainability Committee,NA,NA,NA,NA,NA,NA,N   ,N   ,Y   ,Y   ,NA
MIURA - FREE FLOAT NOSH,90,76,100,100,100,100,91,91,100,100,100
MIXI - Board Size,NA,7,8,6,7,8,10,9,9,7,7
MIXI - Current CEO Chairman Duality,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
MIXI - CSR Sustainability Committee,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   
MIXI - FREE FLOAT NOSH,52,53,57,54,54,56,47,50,49,50,50
MIZUHO FINL.GP. - Board Size,14,17,16,17,15,18,16,13,13,12,NA
MIZUHO FINL.GP. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,N   ,NA
MIZUHO FINL.GP. - CSR Sustainability Committee,Y   ,Y   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MIZUHO FINL.GP. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
MAKITA - Board Size,12,11,14,14,13,13,13,10,15,15,15
MAKITA - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
MAKITA - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   
MAKITA - FREE FLOAT NOSH,95,95,95,100,95,100,100,100,100,100,100
MITSUBISHI MOTORS - Board Size,15,14,16,12,11,8,15,13,13,12,13
MITSUBISHI MOTORS - Current CEO Chairman Duality,N   ,Y   ,Y   ,Y   ,N   ,Y   ,Y   ,N   ,N   ,N   ,N   
MITSUBISHI MOTORS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
MITSUBISHI MOTORS - FREE FLOAT NOSH,70,70,70,48,46,46,46,46,46,46,46
MONOTARO - Board Size,NA,NA,NA,NA,7,8,8,7,7,7,NA
MONOTARO - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,NA
MONOTARO - CSR Sustainability Committee,NA,NA,NA,NA,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
MONOTARO - FREE FLOAT NOSH,42,55,50,48,48,50,50,50,50,50,50
MITSUI OSK LINES - Board Size,9,9,9,9,9,9,8,8,9,8,NA
MITSUI OSK LINES - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MITSUI OSK LINES - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MITSUI OSK LINES - FREE FLOAT NOSH,100,100,94,93,93,100,95,95,100,100,94
MARUBENI - Board Size,14,13,13,13,13,11,9,12,13,10,NA
MARUBENI - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MARUBENI - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MARUBENI - FREE FLOAT NOSH,100,100,100,100,100,100,95,95,100,88,92
MARUICHI STEEL TUBE - Board Size,8,8,5,7,7,8,8,7,7,8,NA
MARUICHI STEEL TUBE - Current CEO Chairman Duality,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MARUICHI STEEL TUBE - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
MARUICHI STEEL TUBE - FREE FLOAT NOSH,100,100,100,100,100,100,95,95,94,94,94
MS&AD INSURANCE GP.HDG. - Board Size,17,17,17,15,14,14,14,11,10,11,NA
MS&AD INSURANCE GP.HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MS&AD INSURANCE GP.HDG. - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MS&AD INSURANCE GP.HDG. - FREE FLOAT NOSH,86,81,80,80,85,85,85,85,85,83,83
MITSUI - Board Size,13,14,15,15,15,15,14,14,14,14,15
MITSUI - Current CEO Chairman Duality,N   ,N   ,Y   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   
MITSUI - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
MITSUI - FREE FLOAT NOSH,100,100,100,100,100,100,100,95,95,93,92
J FRONT RETAILING - Board Size,13,14,11,10,14,15,16,13,12,10,11
J FRONT RETAILING - Current CEO Chairman Duality,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
J FRONT RETAILING - CSR Sustainability Committee,N   ,N   ,NA,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
J FRONT RETAILING - FREE FLOAT NOSH,100,100,100,100,100,100,95,94,100,100,100
BANDAI NAMCO HDG. - Board Size,11,12,11,11,11,11,12,12,12,14,NA
BANDAI NAMCO HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
BANDAI NAMCO HDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
BANDAI NAMCO HDG. - FREE FLOAT NOSH,100,100,94,95,100,100,93,100,100,93,93
NABTESCO - Board Size,13,13,13,13,11,11,10,10,10,10,NA
NABTESCO - Current CEO Chairman Duality,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,N   ,Y   ,N   ,NA
NABTESCO - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NABTESCO - FREE FLOAT NOSH,94,90,89,94,94,94,100,100,100,100,90
NIDEC - Board Size,17,18,16,12,14,13,9,10,10,10,10
NIDEC - Current CEO Chairman Duality,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NIDEC - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NIDEC - FREE FLOAT NOSH,86,91,86,86,92,92,92,86,92,92,92
NANKAI ELEC.RY. - Board Size,13,13,13,10,13,13,10,9,15,15,NA
NANKAI ELEC.RY. - Current CEO Chairman Duality,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NANKAI ELEC.RY. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NANKAI ELEC.RY. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
NAGOYA RAILROAD - Board Size,16,17,18,18,18,16,12,12,10,9,9
NAGOYA RAILROAD - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
NAGOYA RAILROAD - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   
NAGOYA RAILROAD - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
NISSAN CHEMICAL - Board Size,20,12,12,13,11,9,10,9,10,10,NA
NISSAN CHEMICAL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
NISSAN CHEMICAL - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NISSAN CHEMICAL - FREE FLOAT NOSH,100,100,89,93,91,90,90,90,100,100,90
NISSHINBO HOLDINGS - Board Size,14,15,16,14,11,13,11,12,12,11,NA
NISSHINBO HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NISSHINBO HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NISSHINBO HOLDINGS - FREE FLOAT NOSH,93,93,93,81,86,80,80,80,81,88,81
NISSIN FOODS HOLDINGS - Board Size,11,12,9,8,8,7,7,8,8,9,NA
NISSIN FOODS HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NISSIN FOODS HOLDINGS - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NISSIN FOODS HOLDINGS - FREE FLOAT NOSH,87,87,87,87,80,80,80,80,80,81,82
SOJITZ - Board Size,8,10,9,8,10,10,9,7,8,8,9
SOJITZ - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,N   ,N   ,N   
SOJITZ - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
SOJITZ - FREE FLOAT NOSH,100,100,93,91,90,90,90,90,90,92,94
NIPPON SHOKUBAI - Board Size,12,11,11,12,13,9,12,8,10,10,NA
NIPPON SHOKUBAI - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NIPPON SHOKUBAI - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NIPPON SHOKUBAI - FREE FLOAT NOSH,85,85,85,83,88,88,88,88,88,88,88
NIPPON TELEVISION HDG. - Board Size,13,11,11,12,10,10,12,11,10,9,9
NIPPON TELEVISION HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
NIPPON TELEVISION HDG. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   
NIPPON TELEVISION HDG. - FREE FLOAT NOSH,74,74,74,73,73,73,68,68,73,73,73
NEC - Board Size,12,12,12,12,12,12,11,11,12,10,12
NEC - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
NEC - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NEC - FREE FLOAT NOSH,100,100,100,100,94,100,100,100,100,100,95
SOMPO HOLDINGS - Board Size,13,13,13,14,13,12,11,13,14,14,NA
SOMPO HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
SOMPO HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SOMPO HOLDINGS - FREE FLOAT NOSH,100,100,100,100,100,100,95,100,95,95,89
NOMURA HDG. - Board Size,13,13,12,9,10,10,10,10,12,12,NA
NOMURA HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,NA
NOMURA HDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NOMURA HDG. - FREE FLOAT NOSH,100,100,100,100,100,100,95,100,100,100,95
NIHON M&A CENTER - Board Size,NA,NA,NA,NA,NA,NA,9,13,13,15,13
NIHON M&A CENTER - Current CEO Chairman Duality,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   
NIHON M&A CENTER - CSR Sustainability Committee,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   
NIHON M&A CENTER - FREE FLOAT NOSH,73,80,80,83,85,87,83,85,82,87,85
NOMURA RESEARCH INST. - Board Size,12,12,11,10,9,7,7,9,9,9,9
NOMURA RESEARCH INST. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   
NOMURA RESEARCH INST. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NOMURA RESEARCH INST. - FREE FLOAT NOSH,54,54,54,52,58,58,67,71,76,78,81
NINTENDO - Board Size,10,10,9,9,9,9,9,9,9,10,NA
NINTENDO - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NINTENDO - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NINTENDO - FREE FLOAT NOSH,86,84,82,90,91,89,94,100,95,91,91
NICHICON - Board Size,NA,NA,NA,NA,NA,7,7,7,7,7,8
NICHICON - Current CEO Chairman Duality,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NICHICON - CSR Sustainability Committee,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NICHICON - FREE FLOAT NOSH,100,100,100,95,95,100,100,100,100,100,100
NIPPN - Board Size,NA,NA,NA,NA,NA,15,12,15,12,15,NA
NIPPN - Current CEO Chairman Duality,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,N   ,NA
NIPPN - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,N   ,Y   ,Y   ,NA
NIPPN - FREE FLOAT NOSH,90,95,95,89,95,94,94,94,94,94,94
NIPPON PAPER INDUSTRIES - Board Size,11,10,10,9,11,9,10,9,9,9,NA
NIPPON PAPER INDUSTRIES - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NIPPON PAPER INDUSTRIES - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NIPPON PAPER INDUSTRIES - FREE FLOAT NOSH,100,100,91,91,91,89,88,92,100,100,100
NIPPON PROLOGIS REIT - Board Size,3,3,3,3,NA,NA,NA,NA,NA,NA,NA
NIPPON PROLOGIS REIT - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,NA,NA,NA,NA,NA,NA,NA
NIPPON PROLOGIS REIT - CSR Sustainability Committee,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NIPPON PROLOGIS REIT - FREE FLOAT NOSH,85,85,85,85,85,85,79,85,85,80,85
NIPPON PAINT HOLDINGS - Board Size,13,14,7,7,11,12,9,8,11,9,NA
NIPPON PAINT HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,N   ,N   ,NA
NIPPON PAINT HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NIPPON PAINT HOLDINGS - FREE FLOAT NOSH,85,61,61,61,61,61,61,45,45,45,45
NISSAN MOTOR - Board Size,7,10,10,12,12,8,16,12,12,12,10
NISSAN MOTOR - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,N   
NISSAN MOTOR - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NISSAN MOTOR - FREE FLOAT NOSH,57,57,57,57,57,57,57,57,57,57,61
NOMURA RLST.HDG. - Board Size,6,9,13,13,13,13,12,14,11,11,NA
NOMURA RLST.HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NOMURA RLST.HDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NOMURA RLST.HDG. - FREE FLOAT NOSH,60,61,66,59,60,66,66,64,65,65,65
NOMURA RLST.MASTER FUND - Board Size,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA
NOMURA RLST.MASTER FUND - Current CEO Chairman Duality,NA,NA,N   ,N   ,NA,NA,NA,NA,NA,NA,NA
NOMURA RLST.MASTER FUND - CSR Sustainability Committee,NA,NA,N   ,NA,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NOMURA RLST.MASTER FUND - FREE FLOAT NOSH,NA,100,88,95,94,94,93,100,95,100,93
NIPRO - Board Size,NA,NA,NA,NA,NA,NA,29,28,18,18,NA
NIPRO - Current CEO Chairman Duality,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,NA
NIPRO - CSR Sustainability Committee,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,Y   ,NA
NIPRO - FREE FLOAT NOSH,85,85,86,86,87,88,88,90,90,90,92
NSK - Board Size,12,15,9,12,11,12,11,9,9,9,NA
NSK - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,NA
NSK - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NSK - FREE FLOAT NOSH,84,89,90,90,80,85,90,90,95,95,94
NIPPON STEEL - Board Size,12,15,16,15,14,15,11,17,18,14,15
NIPPON STEEL - Current CEO Chairman Duality,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
NIPPON STEEL - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NIPPON STEEL - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
NTN - Board Size,13,12,16,15,16,15,11,11,11,12,NA
NTN - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NTN - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NTN - FREE FLOAT NOSH,100,100,100,100,100,95,94,94,95,95,100
NITORI HOLDINGS - Board Size,7,9,8,12,12,11,12,11,14,12,NA
NITORI HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NITORI HOLDINGS - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
NITORI HOLDINGS - FREE FLOAT NOSH,82,82,82,82,82,82,82,82,82,82,75
NIPPON TELG. & TEL. - Board Size,18,14,18,15,18,14,14,10,7,10,NA
NIPPON TELG. & TEL. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,NA
NIPPON TELG. & TEL. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NIPPON TELG. & TEL. - FREE FLOAT NOSH,64,68,65,68,68,65,68,68,65,68,68
NIPPON KAYAKU - Board Size,10,10,10,11,10,9,10,10,9,9,NA
NIPPON KAYAKU - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NIPPON KAYAKU - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NIPPON KAYAKU - FREE FLOAT NOSH,100,94,94,100,93,92,92,100,100,100,100
YAMATO KOGYO - Board Size,13,9,12,15,12,14,14,11,10,11,NA
YAMATO KOGYO - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
YAMATO KOGYO - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
YAMATO KOGYO - FREE FLOAT NOSH,65,67,74,74,74,74,74,68,74,74,74
NEXON - Board Size,6,6,6,6,6,6,6,6,7,8,NA
NEXON - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NEXON - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NEXON - FREE FLOAT NOSH,38,39,42,46,53,53,52,53,44,40,40
NIPPON YUSEN KK - Board Size,14,14,14,13,11,9,8,8,9,9,12
NIPPON YUSEN KK - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   
NIPPON YUSEN KK - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NIPPON YUSEN KK - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,94
OBAYASHI - Board Size,10,10,11,10,9,10,10,12,12,12,11
OBAYASHI - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
OBAYASHI - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
OBAYASHI - FREE FLOAT NOSH,100,100,100,95,100,100,100,95,95,100,94
NIPPON BUILDING FUND - Board Size,4,4,4,4,NA,NA,NA,NA,NA,NA,NA
NIPPON BUILDING FUND - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,NA,NA,NA,NA,NA,NA,NA
NIPPON BUILDING FUND - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,NA
NIPPON BUILDING FUND - FREE FLOAT NOSH,94,100,95,94,93,93,92,100,95,95,100
OBIC - Board Size,10,10,11,8,11,9,9,6,6,6,8
OBIC - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
OBIC - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   
OBIC - FREE FLOAT NOSH,83,83,78,77,78,83,83,83,83,83,83
TAIHEIYO CEMENT - Board Size,10,11,13,13,13,14,8,8,9,9,9
TAIHEIYO CEMENT - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
