No,ISIN CODE,Year,PRICE TO BOOK VAL,RETURN ON ASSETS,TOTAL DEBT % COMMON EQUITY
456,JP3602600003,2016,0.98,3.53,19.95
456,JP3602600003,2017,0.75,2.3,14.85
457,JP3625000009,2014,0.61,2.28,104.83
457,JP3625000009,2015,1.82,-10.73,174.19
457,JP3625000009,2016,0.92,-20.09,475.94
457,JP3625000009,2017,1.38,14,200.62
458,JP3613000003,2014,1.27,7.83,2
458,JP3613000003,2015,1.72,5.33,1.89
458,JP3613000003,2016,1.61,5.48,1.75
458,JP3613000003,2017,1.58,5.97,1.65
459,JP3596200000,2014,1.6,10.25,19.3
459,JP3596200000,2015,2.54,5.12,17
459,JP3596200000,2016,2.32,6.96,14.73
459,JP3596200000,2017,2.09,6.34,11.46
460,JP3613400005,2014,0.46,1.47,23.3
460,JP3613400005,2015,0.59,0.37,26.95
460,JP3613400005,2016,0.7,0.97,29.8
460,JP3613400005,2017,0.56,1.14,24.87
461,JP3621000003,2014,1.02,3.3,76.07
461,JP3621000003,2015,1.72,3.38,70.96
461,JP3621000003,2016,1.46,4.07,74.39
461,JP3621000003,2017,1.37,4.43,70.06
462,JP3592200004,2014,1.55,1.13,112.96
462,JP3592200004,2015,5.25,-0.21,123.74
462,JP3592200004,2016,-1.72,-7.59,441.18
462,JP3592200004,2017,1.93,-19.85,-217.71
463,JP3595200001,2014,0.91,4.4,130.52
463,JP3595200001,2015,1.44,8.84,93.93
463,JP3595200001,2016,0.87,5.54,58.67
463,JP3595200001,2017,1.29,10.18,33.92
464,JP3535800001,2014,1.12,10.15,16.84
464,JP3535800001,2015,1.32,7.05,25
464,JP3535800001,2016,1.15,5.79,24.22
464,JP3535800001,2017,1.6,5.67,23.96
465,JP3601800000,2014,1.52,-5.1,165.57
465,JP3601800000,2015,2.35,-2.39,159.26
465,JP3601800000,2016,1.32,5.36,115.04
465,JP3601800000,2017,1.28,4.33,97.7
466,JP3459600007,2014,1.1,4.78,32.04
466,JP3459600007,2015,1.48,2.39,36.63
466,JP3459600007,2016,1.48,2.85,32.85
466,JP3459600007,2017,1.57,3.35,35.48
467,JP3634600005,2014,0.59,2.93,49.44
467,JP3634600005,2015,1.09,3.01,38.91
467,JP3634600005,2016,0.63,4.43,50.63
467,JP3634600005,2017,0.69,3.12,49.04
468,JP3635400009,2014,0.93,2.25,66.41
468,JP3635400009,2015,1.79,0.89,68.48
468,JP3635400009,2016,1.72,0.72,73.66
468,JP3635400009,2017,1.56,6.84,41.05
469,JP3634200004,2014,0.78,5.32,27.65
469,JP3634200004,2015,1.23,3.89,30.11
469,JP3634200004,2016,0.86,3.62,25.9
469,JP3634200004,2017,1.05,2.87,33.62
470,JP3633400001,2014,1.02,4.79,112.84
470,JP3633400001,2015,1.52,4.92,113.04
470,JP3633400001,2016,0.94,4.93,109.23
470,JP3633400001,2017,0.93,3.87,109.37
471,JP3635000007,2014,0.81,2.34,154.25
471,JP3635000007,2015,1.31,1.96,153.93
471,JP3635000007,2016,0.84,-0.37,170.04
471,JP3635000007,2017,1.05,3.21,149.84
472,JP3573000001,2014,1.27,5.69,71.06
472,JP3573000001,2015,1.47,4.75,68.41
472,JP3573000001,2016,0.93,5.43,65.07
472,JP3573000001,2017,1.17,2.82,64.8
473,JP3158800007,2014,0.67,2.12,102.69
473,JP3158800007,2015,0.85,2.36,91.97
473,JP3158800007,2016,0.74,2.99,82.25
473,JP3158800007,2017,0.88,3.7,74.39
474,JP3371200001,2014,1.29,5.58,0.88
474,JP3371200001,2015,1.57,5.59,0.73
474,JP3371200001,2016,1.27,6.05,0.66
474,JP3371200001,2017,1.78,6.88,0.69
475,JP3870400003,2014,0.81,2.58,84.71
475,JP3870400003,2015,1.3,2.6,91.26
475,JP3870400003,2016,1.33,2.72,128.28
475,JP3870400003,2017,1.31,2.6,159.26
476,JP3404600003,2014,0.64,3.03,176.28
476,JP3404600003,2015,0.81,-0.45,178.17
476,JP3404600003,2016,0.58,1.14,162.16
476,JP3404600003,2017,0.71,2.53,144.45
477,JP3605400005,2014,0.89,1.48,523.2
477,JP3605400005,2015,1.38,2.73,428.42
477,JP3605400005,2016,1.01,2.99,398.1
477,JP3605400005,2017,1.08,2.18,359.02
478,JP3902400005,2014,1.26,4.45,26.35
478,JP3902400005,2015,1.93,6.2,22.14
478,JP3902400005,2016,1.36,5.69,23.38
478,JP3902400005,2017,1.51,5.17,18.47
479,JP3322930003,2014,1.42,3.91,157.88
479,JP3322930003,2015,2.46,4.65,85.2
479,JP3322930003,2016,0.97,1.86,84.39
479,JP3322930003,2017,2.31,5.7,70.22
480,JP3951600000,2014,3.03,7.12,8.48
480,JP3951600000,2015,4.07,5.87,18.12
480,JP3951600000,2016,3.32,6.32,19.01
480,JP3951600000,2017,4.48,7.69,16.61
481,JP3156400008,2014,0.74,4.53,4.42
481,JP3156400008,2015,1.14,4.17,6.52
481,JP3156400008,2016,0.76,3.85,6.97
481,JP3156400008,2017,0.83,2.4,13.07
482,JP3944130008,2014,2.85,12.85,0.51
482,JP3944130008,2015,4.21,13.1,0.25
482,JP3944130008,2016,2.68,12.7,0.16
482,JP3944130008,2017,3.2,12.13,2.58
483,JP3045540006,2014,1.52,3.04,104.19
483,JP3045540006,2015,1.77,3.14,89.02
483,JP3045540006,2016,1.61,3.36,83.16
483,JP3045540006,2017,1.42,3.65,76.89
484,JP3246400000,2014,1.63,-1.29,660.57
484,JP3246400000,2015,1.72,-1.65,1014.92
484,JP3246400000,2016,1.15,2.27,854.55
484,JP3246400000,2017,1.17,2.52,739.78
485,JP3196000008,2014,2.12,2.49,293.05
485,JP3196000008,2015,2.71,2.86,243.6
485,JP3196000008,2016,2.52,2.62,232.64
485,JP3196000008,2017,2.21,2.44,214.05
486,JP3819400007,2014,0.58,1.88,24.53
486,JP3819400007,2015,0.66,2.05,20.25
486,JP3819400007,2016,0.47,2.22,26.29
486,JP3819400007,2017,0.5,2.5,28.79
487,JP3144000001,2014,0.69,2.49,47.42
487,JP3144000001,2015,1.14,1.92,53.48
487,JP3144000001,2016,0.98,2.65,47.99
487,JP3144000001,2017,0.88,3.53,47.66
488,JP3274280001,2014,1.91,5.33,30.23
488,JP3274280001,2015,2.79,5.03,24.25
488,JP3274280001,2016,2.7,5.01,24.14
488,JP3274280001,2017,3.06,6.28,19.59
489,JP3659000008,2014,1.01,3.27,124.86
489,JP3659000008,2015,1.57,3.1,124.4
489,JP3659000008,2016,1.35,3.76,113.38
489,JP3659000008,2017,1.47,3.81,113.02
490,JP3230600003,2014,0.58,1.23,6.56
490,JP3230600003,2015,0.82,1.31,6.27
490,JP3230600003,2016,0.86,2.49,17.87
490,JP3230600003,2017,1.01,4.32,19.23
491,JP3955000009,2014,1.47,3.54,43.52
491,JP3955000009,2015,1.59,4.43,30.53
491,JP3955000009,2016,1.29,7.28,13.07
491,JP3955000009,2017,1.85,6.16,17.72
492,JP3336000009,2014,2.06,8.13,0.08
492,JP3336000009,2015,2.94,9.03,17.55
492,JP3336000009,2016,2.54,16.33,8.65
492,JP3336000009,2017,2.15,6.86,6.7
493,JP3939000000,2014,0.6,1.72,65.03
493,JP3939000000,2015,0.78,0.86,74.12
493,JP3939000000,2016,0.72,2.81,65.02
493,JP3939000000,2017,0.77,3.12,59.75
494,JP3931600005,2014,2.46,4.84,40.11
494,JP3931600005,2015,3.48,4.68,36.83
494,JP3931600005,2016,2.6,5.12,35.08
494,JP3931600005,2017,3.37,5.29,32.51
495,JP3930200005,2014,1.52,6.4,50.97
495,JP3930200005,2015,2.71,6.25,39.46
495,JP3930200005,2016,2.49,6.92,35.79
495,JP3930200005,2017,2.13,6.48,67.4
496,JP3932000007,2014,1.73,5.61,41.41
496,JP3932000007,2015,2.5,7.15,30.59
496,JP3932000007,2016,1.77,6.15,26.71
496,JP3932000007,2017,2.37,5.58,18.52
497,JP3933800009,2014,3.6,15.78,0
497,JP3933800009,2015,3.54,14.54,0.1
497,JP3933800009,2016,3.08,14.85,2.39
497,JP3933800009,2017,2.71,9.66,11.23
498,JP3415400005,2014,0.58,3.01,3.76
498,JP3415400005,2015,0.83,2.69,3.57
498,JP3415400005,2016,0.58,3.41,7.69
498,JP3415400005,2017,0.67,3.18,7.77
499,JP3942800008,2014,1.16,6.14,87.91
499,JP3942800008,2015,2.13,4.94,83.65
499,JP3942800008,2016,1.21,5.13,68.29
499,JP3942800008,2017,1.59,7.72,56.82
500,JP3935300008,2014,0.4,0.34,38.54
500,JP3935300008,2015,0.67,0.31,41.38
500,JP3935300008,2016,0.45,0.32,35.99
500,JP3935300008,2017,0.47,0.31,35.14
501,JP3976300008,2014,2.38,13.24,1.24
501,JP3976300008,2015,3.95,10.19,13.29
501,JP3976300008,2016,4.36,11.23,10.83
501,JP3976300008,2017,4.4,12.47,7.1
502,JP3955800002,2014,0.86,6.2,57.58
502,JP3955800002,2015,1.26,5.32,56.74
502,JP3955800002,2016,0.73,2.55,96.95
502,JP3955800002,2017,0.92,4.72,84.65
503,JP3942400007,2014,2.04,5.83,0.14
503,JP3942400007,2015,3.07,8.13,0.15
503,JP3942400007,2016,2.42,11.24,0.18
503,JP3942400007,2017,2.21,12.74,2.47
505,JP3400900001,2014,0.88,4.43,64.18
505,JP3400900001,2015,0.96,4.25,48.54
505,JP3400900001,2016,0.9,5.08,43.7
505,JP3400900001,2017,0.99,5.08,33.17
506,JP3425000001,2014,0.46,2.22,33.55
506,JP3425000001,2015,0.7,4.14,36.27
506,JP3425000001,2016,0.66,3.7,35.32
506,JP3425000001,2017,0.53,3.71,43.25
507,JP3898400001,2014,0.57,2.49,119.89
507,JP3898400001,2015,0.94,2.66,113.98
507,JP3898400001,2016,0.61,-0.62,131.58
507,JP3898400001,2017,0.68,3.14,109.49
508,JP3102000001,2014,0.83,3.98,39.55
508,JP3102000001,2015,1.39,3,36.9
508,JP3102000001,2016,0.95,3.6,35.04
508,JP3102000001,2017,1.14,4.29,37.91
509,JP3357200009,2014,1.14,3.21,31.02
509,JP3357200009,2015,2.2,5.59,13
509,JP3357200009,2016,2.12,7.09,9.8
509,JP3357200009,2017,2.26,7.44,8.86
510,JP3894900004,2014,0.91,1.76,33.02
510,JP3894900004,2015,1.43,2.42,29.02
510,JP3894900004,2016,0.69,2.13,31.43
510,JP3894900004,2017,0.75,1.23,32.91
512,HK0000069689,2014,2.41,2.27,27.04
512,HK0000069689,2015,3.18,1.7,25.13
512,HK0000069689,2016,2.26,2.45,18.37
512,HK0000069689,2017,2.37,3.17,16.38
513,HK0101000591,2014,0.8,6.49,26.52
513,HK0101000591,2015,0.9,3.12,25.41
513,HK0101000591,2016,0.5,3.93,21.4
513,HK0101000591,2017,0.64,5.07,18.48
514,KYG0535Q1331,2014,4.2,13.74,32.74
514,KYG0535Q1331,2015,4.49,7.68,35.02
514,KYG0535Q1331,2016,2.46,11.17,30.43
514,KYG0535Q1331,2017,4.06,17.6,22.37
515,KYG1674K1013,2014,,6.03,6.06
515,KYG1674K1013,2015,,5.96,3.18
515,KYG1674K1013,2016,3.33,3.38,2.2
515,KYG1674K1013,2017,3.79,5.97,11.28
516,HK0023000190,2014,1.12,0.93,106.1
516,HK0023000190,2015,1.17,0.76,87.5
516,HK0023000190,2016,0.95,0.53,75.55
516,HK0023000190,2017,1,0.61,55.09
517,HK0392044647,2014,1.48,4.9,65.09
517,HK0392044647,2015,1.56,5.26,59.73
517,HK0392044647,2016,0.86,5.4,88.33
517,HK0392044647,2017,0.68,5.01,89.52
518,KYG4387E1070,2014,8.1,15.81,86.93
518,KYG4387E1070,2015,5.11,3.39,231.55
518,KYG4387E1070,2016,3.73,9.03,216.26
518,KYG4387E1070,2017,2.73,9.01,149.14
519,HK2388011192,2014,1.34,1.18,199.15
519,HK2388011192,2015,1.69,1.2,173.8
519,HK2388011192,2016,1.06,2.39,149.54
519,HK2388011192,2017,1.49,1.28,159.95
520,SG9999015267,2014,0.98,4.23,393.4
520,SG9999015267,2015,1.3,4.22,356.13
520,SG9999015267,2016,0.91,4.83,251.67
520,SG9999015267,2017,0.95,5.7,281.25
521,KYG126521064,2014,1.04,6.13,45.55
521,KYG126521064,2015,1.12,1.52,49.23
521,KYG126521064,2016,0.63,2.83,46.86
521,KYG126521064,2017,0.53,3.59,32.53
522,BMG1744V1037,2014,3.93,13.02,0
522,BMG1744V1037,2015,4.91,12.93,0
522,BMG1744V1037,2016,3.63,11.57,0
522,BMG1744V1037,2017,4.35,11.42,0
523,HK0293001514,2014,1.1,2.39,125.86
523,HK0293001514,2015,1.63,3.98,131.67
523,HK0293001514,2016,0.86,0.4,126.74
523,HK0293001514,2017,0.73,0.26,128.3
524,BMG1368B1028,2014,2.93,26.21,19.04
524,BMG1368B1028,2015,2.72,14.65,18.81
524,BMG1368B1028,2016,1.39,13.29,15.41
524,BMG1368B1028,2017,2.27,13.04,21.38
525,BMG210901242,2014,0.96,2.82,136.61
525,BMG210901242,2015,1.47,3.16,137.65
525,BMG210901242,2016,1.06,4.02,157.08
525,BMG210901242,2017,1.14,4.53,204.09
526,KYG2046Q1156,2014,0.19,-11.79,0.19
526,KYG2046Q1156,2015,0.17,-54.24,0.05
526,KYG2046Q1156,2016,0.1,-58.63,0
526,KYG2046Q1156,2017,0.47,-108.08,0
527,KYG2108Y1052,2014,0.89,4.96,87.75
527,KYG2108Y1052,2015,1.47,4.86,66.24
527,KYG2108Y1052,2016,1.08,4.93,68.49
527,KYG2108Y1052,2017,1.03,4.81,88.25
528,KYG2163M1033,2014,2.93,7.62,16.16
528,KYG2163M1033,2015,3.53,11.5,21.74
528,KYG2163M1033,2016,2.37,11.8,17.95
528,KYG2163M1033,2017,2.44,8.4,0
529,HK0257001336,2014,2.6,7.31,56.18
529,HK0257001336,2015,3.95,6.76,92
529,HK0257001336,2016,2.05,7.23,124.3
529,HK0257001336,2017,1.96,6.87,139.46
530,KYG217651051,2014,0.8,12.22,11.9
530,KYG217651051,2015,0.95,16.89,87.56
530,KYG217651051,2016,0.87,4.09,85.97
530,KYG217651051,2017,0.89,4.18,84.87
531,BMG2108M2182,2014,0.92,12.38,39.81
531,BMG2108M2182,2015,1.16,11.9,36.11
531,BMG2108M2182,2016,1.17,12.07,48.96
531,BMG2108M2182,2017,0.52,7.71,45.27
532,BMG2108V1019,2014,0.29,0.75,96.92
532,BMG2108V1019,2015,0.33,-1.86,88.64
532,BMG2108V1019,2016,0.33,3.73,46.06
532,BMG2108V1019,2017,0.5,21.77,23.14
533,HK0291001490,2014,1.11,-0.06,59.28
533,HK0291001490,2015,2.51,-3.42,55.85
533,HK0291001490,2016,2.56,1.8,41.29
533,HK0291001490,2017,2.73,3.11,18.84
534,KYG2112D1051,2014,0.75,2.53,129.6
534,KYG2112D1051,2015,1.1,6.04,79.22
534,KYG2112D1051,2016,0.79,5.83,58.88
534,KYG2112D1051,2017,0.99,2.9,71.41
535,HK0000055878,2014,1.11,1.29,200.53
535,HK0000055878,2015,2.22,1.65,107.15
535,HK0000055878,2016,0.98,1.18,102.52
535,HK0000055878,2017,1.21,1.29,122.71
536,BMG2178K1009,2014,1.34,29.4,28.35
536,BMG2178K1009,2015,1.57,9.61,24.48
536,BMG2178K1009,2016,1.89,8.29,27.32
536,BMG2178K1009,2017,1.63,7.98,48.07
537,KYG2177B1014,2014,0.76,9.74,0.62
537,KYG2177B1014,2015,0.74,6.34,23.18
537,KYG2177B1014,2016,0.65,5.2,25.97
537,KYG2177B1014,2017,0.73,7.36,28.7
538,HK0002007356,2014,1.82,6.8,83.23
538,HK0002007356,2015,1.86,8.97,65.8
538,HK0002007356,2016,1.85,7.03,58.6
538,HK0002007356,2017,1.93,7.33,58.08
539,HK0119000674,2014,0.41,1.08,180.8
539,HK0119000674,2015,0.66,-1.23,213.95
539,HK0119000674,2016,0.28,0.13,193.66
539,HK0119000674,2017,0.4,2.36,176.41
540,HK0688002218,2014,1.14,8.66,70.9
540,HK0688002218,2015,1.44,8.08,61.25
540,HK0688002218,2016,1.11,6.69,79.19
540,HK0688002218,2017,0.92,6.89,69.85
541,KYG2118M1096,2014,7.19,5.32,0
541,KYG2118M1096,2015,8.29,5.78,29.19
541,KYG2118M1096,2016,4.88,9.77,42.57
541,KYG2118M1096,2017,5.26,9.36,30.95
542,HK2380027329,2014,0.72,5.97,209.81
542,HK2380027329,2015,1.15,6.99,156.25
542,HK2380027329,2016,0.77,4.36,175.06
542,HK2380027329,2017,0.75,2.47,173.28
543,KYG2113L1068,2014,1.12,8.38,71.98
543,KYG2113L1068,2015,1.18,2.8,71.26
543,KYG2113L1068,2016,0.57,3.29,68.68
543,KYG2113L1068,2017,0.83,7.55,56.59
544,HK2778034606,2014,0.46,3.51,31.52
544,HK2778034606,2015,0.53,5.58,29.93
544,HK2778034606,2016,0.46,5.22,29.17
544,HK2778034606,2017,0.49,15.64,24.5
545,HK0836012952,2014,405.64,-17.33,67040.88
545,HK0836012952,2015,-1.66,-16.49,-421.73
545,HK0836012952,2016,-0.11,-5.35,-271.11
545,HK0836012952,2017,-0.06,-2.11,-218.73
546,KYG2116D1198,2014,1.9,3.84,183.1
546,KYG2116D1198,2015,1.72,3.54,167.54
546,KYG2116D1198,2016,0.66,3.19,68.34
546,KYG2116D1198,2017,1.35,3.58,88.07
547,HK0000311099,2014,2.6,6.41,74.75
547,HK0000311099,2015,2.77,6.78,84.06
547,HK0000311099,2016,1.76,7.12,83.29
547,HK0000311099,2017,1.77,6.17,87.38
549,KYG211461085,2014,2.56,14.37,45.96
549,KYG211461085,2015,2.67,9.51,38.27
549,KYG211461085,2016,1.6,5.41,41.35
549,KYG211461085,2017,2.45,6.19,31.47
550,HK1883037637,2014,1.36,5.78,121.3
550,HK1883037637,2015,1.73,6.16,106.3
550,HK1883037637,2016,1.37,6.24,100.47
550,HK1883037637,2017,1.01,6.24,93.24
551,HK0308001558,2014,0.58,8.79,5.59
551,HK0308001558,2015,1.3,6.51,5.38
551,HK0308001558,2016,0.82,1.76,0.67
551,HK0308001558,2017,0.74,5.5,1.12
553,HK0440001847,2014,0.66,0.99,36.56
553,HK0440001847,2015,0.94,1.02,33.41
553,HK0440001847,2016,0.78,0.96,43.38
553,HK0440001847,2017,0.71,2.49,30.98
554,HK2356013600,2014,0.84,1.25,35.13
554,HK2356013600,2015,1.21,1.24,32.01
554,HK2356013600,2016,0.81,1.16,41.17
554,HK2356013600,2017,0.91,1.12,34.7
556,KYG319891092,2014,,7.48,97.23
556,KYG319891092,2015,,6.91,91.89
556,KYG319891092,2016,1.87,5.53,164.3
556,KYG319891092,2017,2.61,9.71,89.48
557,HK0000077468,2014,0.87,2.38,540.57
557,HK0000077468,2015,1.19,2.13,483.69
557,HK0000077468,2016,0.86,2.02,570.4
557,HK0000077468,2017,0.95,1.82,727.92
558,HK0639031506,2014,0.64,-1.63,0.41
558,HK0639031506,2015,0.53,-1.81,0
558,HK0639031506,2016,0.42,0.56,0
558,HK0639031506,2017,0.43,5.31,1.12
559,BMG2442N1048,2014,0.83,4.59,44.24
559,BMG2442N1048,2015,0.91,5.62,45.38
559,BMG2442N1048,2016,0.71,3.53,39.02
559,BMG2442N1048,2017,0.66,7.06,48.9
561,BMG348041077,2014,1.43,1.57,169.35
561,BMG348041077,2015,1.26,1.58,206.34
561,BMG348041077,2016,0.84,1.66,201.55
561,BMG348041077,2017,1.05,1.74,253.43
562,HK0817039453,2014,0.63,4.75,155.3
562,HK0817039453,2015,0.91,2.79,151.08
562,HK0817039453,2016,0.65,1.93,174.43
562,HK0817039453,2017,0.64,2.54,239.96
563,KYG3774X1088,2014,1.94,5.14,238.88
563,KYG3774X1088,2015,1.76,5.66,281.11
563,KYG3774X1088,2016,0.88,4.58,206.18
563,KYG3774X1088,2017,0.61,4.06,255.52
564,BMG6901M1010,2014,2.41,9.93,0
564,BMG6901M1010,2015,2.4,11.19,0
564,BMG6901M1010,2016,2,11.06,10.7
564,BMG6901M1010,2017,2.22,12.05,10.2
565,HK0270001396,2014,1.8,10.04,12.77
565,HK0270001396,2015,2.17,7.9,24.06
565,HK0270001396,2016,2.09,8.13,16.85
565,HK0270001396,2017,1.83,9.75,13.25
566,BMG420981224,2014,0.56,5.48,86.34
566,BMG420981224,2015,0.53,4.28,75.48
566,BMG420981224,2016,0.49,3.07,61.42
566,BMG420981224,2017,0.48,5.67,60
568,BMG9880L1028,2014,0.66,4.45,58.62
568,BMG9880L1028,2015,0.98,3.76,108.45
568,BMG9880L1028,2016,0.83,5.24,93.45
568,BMG9880L1028,2017,0.85,5.04,98.53
569,HK0144000764,2014,1.14,5.09,67.6
569,HK0144000764,2015,1.59,5.25,64.12
569,HK0144000764,2016,1.03,6.14,74.28
569,HK0144000764,2017,0.89,5.82,38.89
570,HK0012000102,2014,0.56,5.64,17.93
570,HK0012000102,2015,0.75,6.77,20.26
570,HK0012000102,2016,0.56,6.57,21.28
570,HK0012000102,2017,0.61,8.14,26.8
571,KYG960071028,2014,2.05,6.72,91.52
571,KYG960071028,2015,1.97,6.58,68.33
571,KYG960071028,2016,1.8,8.36,45.95
571,KYG960071028,2017,1.75,8.64,43.33
572,KYG451581055,2014,9.49,2.61,182.25
572,KYG451581055,2015,6.55,3.32,199.37
572,KYG451581055,2016,6.36,5.23,272.95
572,KYG451581055,2017,7.39,4.35,339.39
573,HK0003000038,2014,3.36,7.18,66.13
573,HK0003000038,2015,3.73,7.11,68.52
573,HK0003000038,2016,3.09,7.15,67.69
573,HK0003000038,2017,3.31,7.46,67.15
574,HK0000179108,2014,0.95,4.79,97.31
574,HK0000179108,2015,0.96,3.92,96.34
574,HK0000179108,2016,1.23,3.97,79.51
574,HK0000179108,2017,1.27,3.71,83.2
575,HK0006000050,2014,1.18,50.89,8.29
575,HK0006000050,2015,1.31,5.89,7.61
575,HK0006000050,2016,1.36,5.03,7.19
575,HK0006000050,2017,1.55,7.27,7.56
576,HK0388045442,2014,7.8,3.2,34.56
576,HK0388045442,2015,11.66,3.38,10.4
576,HK0388045442,2016,6.74,2.51,9.62
576,HK0388045442,2017,6.51,2.94,2.23
577,HK0000093390,2014,1.67,5.13,96.03
577,HK0000093390,2015,2.02,5.58,96.54
577,HK0000093390,2016,2.17,6.34,97.69
577,HK0000093390,2017,1.96,6.41,100.33
578,HK0004000045,2014,0.54,8.66,25.53
578,HK0004000045,2015,0.54,3.84,22.98
578,HK0004000045,2016,0.4,5.08,19.19
578,HK0004000045,2017,0.36,6.83,25.64
579,HK0010000088,2014,0.76,3.67,52.74
579,HK0010000088,2015,0.72,2.02,49.46
579,HK0010000088,2016,0.37,2.42,41.13
579,HK0010000088,2017,0.53,3.31,34.13
580,BMG4600H1198,2014,0.29,2.12,88.82
580,BMG4600H1198,2015,0.37,1.16,85.96
580,BMG4600H1198,2016,0.29,2.84,82.24
580,BMG4600H1198,2017,0.25,4.06,82.99
581,KYG8088A1168,2014,1.3,6.87,9.65
581,KYG8088A1168,2015,1.33,6.86,3.26
581,KYG8088A1168,2016,1.53,7.02,0
581,KYG8088A1168,2017,2.14,9.8,0
582,HK0011000095,2014,1.82,1.55,16.56
582,HK0011000095,2015,2.23,2.41,22.52
582,HK0011000095,2016,1.93,1.39,18.85
582,HK0011000095,2017,2.13,1.57,8.99
583,KYG4672G1064,2014,1.23,4.32,35
583,KYG4672G1064,2015,1.42,4.59,34.39
583,KYG4672G1064,2016,1.05,3.53,38.6
583,KYG4672G1064,2017,0.73,22.04,24.61
584,HK0014000126,2014,0.57,6.6,9.62
584,HK0014000126,2015,0.56,3.9,7.13
584,HK0014000126,2016,0.5,1.68,9.32
584,HK0014000126,2017,0.54,4.64,8.84
585,KYG6771K1022,2014,5.39,36.03,0
585,KYG6771K1022,2015,6.16,18.96,0
585,KYG6771K1022,2016,3.03,31.36,0
585,KYG6771K1022,2017,8.61,55.58,0
587,BMG0171W1055,2014,4.66,-10.42,0
587,BMG0171W1055,2015,4.56,3.85,12.23
587,BMG0171W1055,2016,2.32,-4.97,11.7
587,BMG0171W1055,2017,1.89,-0.5,2.37
588,BMG2109G1033,2014,3.37,7.85,126.42
588,BMG2109G1033,2015,3.73,7.94,112.72
588,BMG2109G1033,2016,2.59,5.41,125.1
588,BMG2109G1033,2017,2.02,8.27,114.93
589,KYG5139G1001,2014,3.84,1.58,304.95
589,KYG5139G1001,2015,1.42,2.38,451.16
589,KYG5139G1001,2016,1.3,5.54,199.41
589,KYG5139G1001,2017,1.06,5.46,225.15
590,BMG5150J1577,2014,1.5,8.97,6.75
590,BMG5150J1577,2015,1.76,8.29,15.65
590,BMG5150J1577,2016,1.16,6.13,22.93
590,BMG5150J1577,2017,1.29,7.72,19.27
591,BMG524401079,2014,0.44,5.03,43.39
591,BMG524401079,2015,0.58,3.95,46.31
591,BMG524401079,2016,0.33,4.15,55.56
591,BMG524401079,2017,0.44,5.71,41.02
592,KYG5257K1076,2014,0.67,5.42,37.85
592,KYG5257K1076,2015,0.87,5.87,37.18
592,KYG5257K1076,2016,0.83,17.96,19.21
592,KYG5257K1076,2017,1.58,14.12,19.47
593,KYG525621408,2014,0.43,3.84,61.82
593,KYG525621408,2015,0.43,2.68,58.76
593,KYG525621408,2016,0.44,7.19,44.87
593,KYG525621408,2017,0.65,7.1,41.46
594,BMG524181036,2014,1.32,6.67,31.03
594,BMG524181036,2015,1.36,6.97,35.43
594,BMG524181036,2016,1.18,6.64,46.58
594,BMG524181036,2017,1.07,6.48,46.97
595,KYG548561284,2014,2.21,8.81,94.79
595,KYG548561284,2015,2.06,7.67,112.53
595,KYG548561284,2016,9.96,7.92,911.03
595,KYG548561284,2017,4.2,16.34,391.19
596,KYG8406X1034,2014,2.78,13.09,26.81
596,KYG8406X1034,2015,3.32,8.88,75.72
596,KYG8406X1034,2016,2.7,10.79,58.58
596,KYG8406X1034,2017,2.55,13.43,50.32
597,KYG5427W1309,2014,1.06,6.34,73.59
597,KYG5427W1309,2015,1.21,7,82.75
597,KYG5427W1309,2016,1.33,8.51,80.53
597,KYG5427W1309,2017,1.34,13.25,68.8
599,HK0823032773,2014,0.78,16.54,13
599,HK0823032773,2015,0.82,21.48,16.44
599,HK0823032773,2016,0.75,10.88,23.05
599,HK0823032773,2017,0.7,10.64,21.78
600,KYG3777B1032,2014,1.09,4.19,14.53
600,KYG3777B1032,2015,1.58,5.96,9.88
600,KYG3777B1032,2016,1.25,9.67,9.18
600,KYG3777B1032,2017,2.43,14.04,3.76
601,BMG4404N1149,2014,18.4,-142.87,-103.29
601,BMG4404N1149,2015,59.72,-59.22,8.32
601,BMG4404N1149,2016,24.5,0.82,6.54
601,BMG4404N1149,2017,9.18,9.31,5.77
602,HK0200030994,2014,3.08,11.33,9.64
602,HK0200030994,2015,1.49,1.03,10.82
602,HK0200030994,2016,0.59,20.59,146.28
602,HK0200030994,2017,1.44,2.33,193.77
603,KYG210961051,2014,2.84,6.01,46.57
603,KYG210961051,2015,3.15,5.46,50.43
603,KYG210961051,2016,2.06,-0.88,41.63
603,KYG210961051,2017,2.22,4.42,61.86
604,HK0066009694,2014,1.03,7.43,19.13
604,HK0066009694,2015,1.32,5.9,18.51
604,HK0066009694,2016,1.43,4.42,33.82
604,HK0066009694,2017,1.62,6.91,31.66
605,BMG653181005,2014,0.79,4.33,153.89
605,BMG653181005,2015,0.96,3.47,135.57
605,BMG653181005,2016,0.83,2.69,137.73
605,BMG653181005,2017,1.2,7.67,105.01
606,HK0000608585,2014,0.47,3.13,75.45
606,HK0000608585,2015,0.53,5.35,65.48
606,HK0000608585,2016,0.37,2.49,75.14
606,HK0000608585,2017,0.51,2.2,84.14
607,BMG677491539,2014,0.68,3.44,85.97
607,BMG677491539,2015,0.78,3.54,85.5
607,BMG677491539,2016,0.5,-1.46,90.52
607,BMG677491539,2017,0.8,2.36,97.26
