No,ISIN CODE,Year,NET CASH FLOW - FINANCING,INCREASE/DECREASE IN CASH/SHOR,NET CASH FLOW - INVESTING,NET CASH FLOW-OPERATING ACTIVS,"PROPERTY, PLANT & EQUIP - NET",CASH DIVIDENDS PAID - TOTAL,CASH & SHORT TERM INVESTMENTS,CASH,TOTAL DEBT,TOTAL CAPITAL,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,WORKING CAPITAL,TOTAL ASSETS,RETAINED EARNINGS,EARNINGS BEF INTEREST & TAXES,TOTAL LIABILITIES,NET SALES OR REVENUES,FREE CASH FLOW,CASH - GENERIC,BOOK VALUE PER SHARE,OPERATING INCOME,DEPRECIATION,AMORT & IMPAIR OF GOODWILL,AMORTIZATION OF DEFERRED CHARG,AMORTIZATION-INTANGIBLE ASSETS,AMORTIZATION OF INTANGIBLES,DEPRECIATION/DEPLETION/AMORT,SALARIES & BENEFITS EXPENSES,Salaries and Wages from CSR reporting,RESEARCH & DEVELOPMENT
573,HK0003000038,2022,2114500,2684200,8589600,9713700,74632100,6531000,13369500,13241200,62825700,115318300,118863.4,61227500,-14811800,168469300,56612300,8892700,95714800,60953400,9622500,13369500,3.281,8335500,3513500,145000,0,,23900,3537400,3741000,3741000000,
573,HK0003000038,2023,-10332200,-4269100,4698600,11019200,73416800,6531000,10431300,8972100,59250500,112302400,103189.1,59852800,-13507900,161977600,56281100,8462200,90958900,56971100,11077100,10431300,3.208,5310100,3526200,,0,23000,23000,3549200,3879300,3879000000,
573,HK0003000038,2024,,,,,,,,,,,114011.8,,,,,,,,10430700,,,,,,,,,,,,
574,HK0000179108,2014,31112000,3236000,34431000,6556000,64802000,1461000,4630000,4630000,47869000,96540000,45329.69,49191000,2840000,112808000,1781000,5027000,63617000,10504000,6617067,4630000,5.567,5015000,2539000,,179000,179000,,2718000,523000,,
574,HK0000179108,2015,-4232000,2741000,1023000,7997000,64521000,3517000,6157000,6157000,47217000,95329000,51073.19,49012000,2070000,113709000,1723000,5288000,64697000,11210000,7289000,6157000,5.547,5287000,2600000,,193000,193000,,2793000,635000,,
574,HK0000179108,2016,-10986000,-5661000,2579000,7903000,64432000,3538000,316000,316000,39679000,89249000,67420.13,49905000,-4983000,108350000,1852000,5172000,58445000,11420000,8165000,316000,5.648,5207000,2683000,,191000,191000,,2874000,652000,,
574,HK0000179108,2017,-1927000,468000,3378000,5769000,64412000,3538000,1659000,1659000,41371000,91093000,63620.59,49722000,-1900000,109319000,1928000,5280000,59597000,11693000,6708000,1659000,5.627,5360000,2731000,,191000,191000,,2922000,664000,,
574,HK0000179108,2018,-3108000,-750000,2522000,4873000,65049000,3538000,34000,34000,41965000,90268000,66448.13,48743000,-1828000,107894000,1317000,5086000,59151000,11612000,5796000,34000,5.516,5141000,2834000,,194000,194000,,3028000,699000,,
574,HK0000179108,2019,-2424000,232000,3585000,6242000,66601000,3186000,299000,299000,43048000,85475000,69364.06,48472000,-8069000,109717000,668000,4213000,61245000,10739000,4632000,299000,5.486,4304000,2792000,,196000,196000,,2988000,734000,,
574,HK0000179108,2020,-1101000,-214000,4849000,5742000,68814000,2830000,52000,52000,44890000,88450000,69894.25,47743000,-6612000,111567000,642000,4140000,63824000,10389000,5950000,52000,5.403,4117000,2819000,,196000,196000,,3015000,740000,,
574,HK0000179108,2021,-1185000,-18000,4802000,5966000,71316000,2830000,34000,34000,46626000,93786000,68392.13,48393000,-3470000,114828000,909000,4845000,66435000,11344000,6064000,34000,5.477,4916000,2924000,,196000,196000,,3120000,735000,,
574,HK0000179108,2022,1606000,291000,5844000,4535000,73732000,2830000,325000,325000,51213000,99989000,46124.93,49333000,-233000,121002000,1065000,4509000,71669000,10793000,5248000,325000,5.583,4530000,2924000,,197000,196000,,3121000,746000,,
574,HK0000179108,2023,-4040000,-348000,4074000,7764000,74791000,2830000,21000,21000,50209000,98426000,38790.91,48978000,-2625000,118540000,1420000,4976000,69562000,11406000,6049000,21000,5.543,5145000,2905000,,222000,196000,,3127000,734000,,
574,HK0000179108,2024,,,,,,,,,,,46213.28,,,,,,,,7837000,,,,,,,,,,,,
575,HK0006000050,2014,-5475000,41560000,-41781000,5255000,32000,5485000,61291000,46854000,10204000,133292000,157401.7,123088000,59401000,136270000,118251000,54571000,13182000,2131000,10061000,61291000,57.672,883000,146000,,5000,5000,,151000,68000,,
575,HK0006000050,2015,-5741000,19243000,-18582000,6454000,30000,5741000,68149000,66097000,9405000,133002000,160603.1,123597000,66424000,135358000,120538000,1238000,11761000,1308000,4785000,68149000,57.911,1300000,2000,,0,0,,2000,29000,,
575,HK0006000050,2016,-5805000,-50885000,49686000,4564000,29000,5805000,61710000,15212000,8514000,126925000,158468.8,118411000,59230000,129758000,119971000,252000,11347000,1288000,7836000,61710000,55.481,473000,0,,1000,1000,,1000,29000,,
575,HK0006000050,2017,-34660000,9345000,-39127000,4879000,14000,32632000,25407000,24557000,7223000,99259000,143955.9,95580000,18742000,106980000,95710000,2557000,11400000,1420000,4765000,25407000,44.784,894000,1000,,1000,1000,,2000,27000,,
575,HK0006000050,2018,-22485000,-19328000,3743000,6882000,14000,18782000,5229000,5229000,3437000,86994000,112155.4,83557000,1403000,91391000,85357000,1528000,7834000,1555000,4869000,5229000,39.15,1243000,1000,,0,0,,1000,27000,,
575,HK0006000050,2019,-5978000,-1990000,1808000,5794000,19000,5976000,4876000,3239000,3324000,88813000,121012.5,85492000,691000,93494000,87114000,1760000,8002000,1348000,7352000,4876000,40.057,1178000,2000,,0,,,2000,29000,,
575,HK0006000050,2020,-5979000,149000,816000,6912000,17000,5976000,5427000,3388000,3642000,84766000,86651,84766000,-1344000,93441000,85769000,1175000,8675000,1270000,6124000,5427000,39.717,1116000,4000,,0,,,4000,30000,,
575,HK0006000050,2021,-6016000,853000,-1570000,5300000,20000,6019000,4610000,4241000,3438000,90203000,100630.3,86767000,1409000,94259000,87143000,1501000,7492000,1276000,6039000,4610000,40.654,1133000,3000,,0,,,3000,29000,,
575,HK0006000050,2022,-6142000,-1358000,692000,5472000,18000,6019000,5894000,2883000,3239000,90094000,81528.75,86857000,2842000,94527000,86263000,1164000,7670000,1265000,5703000,5894000,40.757,1106000,3000,,0,,,3000,32000,,
575,HK0006000050,2023,-6190000,-427000,-885000,4865000,19000,6009000,4201000,2456000,3101000,91850000,83113.06,88752000,1110000,95702000,86432000,1131000,6950000,1292000,4829000,4201000,41.646,1131000,4000,,0,,,4000,32000,,
575,HK0006000050,2024,,,,,,,,,,,107087.9,,,,,,,,4664000,,,,,,,,,,,,
576,HK0388045442,2014,-3635000,1692000,-758000,4614000,1603000,3234000,199474000,126589000,7210000,28160000,205109.3,20864000,,251855000,9368000,6054000,230905000,9142000,4187000,199474000,17.905,5454000,242000,,0,405000,405000,647000,1716000,,
576,HK0388045442,2015,-3153000,4677000,437000,8267000,1560000,3017000,194824000,102680000,3101000,33063000,256693.2,29816000,,238171000,11375000,9311000,208209000,12252000,8398000,194824000,24.738,8177000,239000,,1000,446000,445000,685000,2020000,,
576,HK0388045442,2016,-3517000,-3458000,3351000,3410000,1499000,3329000,205406000,106247000,3105000,35489000,248047.8,32266000,,247296000,11040000,6938000,214912000,10420000,4069000,205406000,26.424,6064000,,,,,,771000,2035000,,
576,HK0388045442,2017,-4347000,4260000,-1296000,7311000,1469000,2561000,263873000,138079000,833000,38208000,283172.3,37273000,,317574000,12841000,9194000,280199000,11581000,5343000,263873000,30.063,6585000,289000,,0,569000,569000,858000,2273000,,
576,HK0388045442,2018,-6415000,-2366000,5387000,9436000,1625000,5427000,201937000,105691000,1166000,41064000,280642,40729000,,255929000,13751000,11952000,215026000,14283000,9157000,201937000,32.567,8340000,227000,,0,535000,535000,762000,2540000,,
576,HK0388045442,2019,-6973000,-577000,3582000,9978000,3955000,5785000,214228000,112976000,2924000,46815000,319083.8,44173000,,279034000,14672000,12263000,234533000,13582000,8333000,214228000,35.025,7146000,506000,,0,538000,538000,1044000,2703000,,
576,HK0388045442,2020,-7298000,-161000,7538000,14649000,3850000,6983000,309761000,139149000,2781000,51373000,483045.8,48918000,,399080000,17705000,13706000,349844000,16962000,13094000,309761000,38.584,10773000,553000,,0,644000,644000,1197000,2967000,,
576,HK0388045442,2021,-12518000,1956000,-2238000,12227000,3501000,11527000,326830000,165858000,2485000,51756000,590811.9,49626000,,399279000,18733000,14890000,349369000,19646000,13972000,326830000,39.142,13482000,585000,,0,769000,769000,1354000,2948000,,
576,HK0388045442,2022,-10239000,2860000,1931000,15053000,3244000,9665000,338086000,165944000,2236000,51608000,329130.6,49728000,,405998000,19149000,13931000,355899000,17100000,12581000,338086000,39.223,8027000,611000,,0,848000,848000,1459000,3324000,,
576,HK0388045442,2023,-11122000,-6046000,7154000,12236000,3037000,10316000,262106000,104388000,2051000,53195000,370461.8,51344000,,341158000,20719000,19329000,289362000,15557000,14037000,262106000,40.497,2347000,630000,,0,813000,813000,1443000,3564000,,
576,HK0388045442,2024,,,,,,,,,,,423711,,,,,,,,12668000,,,,,,,,,,,,
577,HK0000093390,2014,17362000,1479000,24586000,8748000,15489000,3141000,3680000,3613000,36426000,70588000,71174.31,37932000,-2157000,89429000,29915000,4388000,51390000,28823000,6928000,3680000,5.01,4354000,3071000,,13000,2815000,2802000,5886000,2428000,,
577,HK0000093390,2015,-3090000,155000,7215000,10456000,16674000,3713000,3792000,3778000,36315000,70171000,71780.06,37616000,-2431000,89686000,30090000,5814000,51951000,34729000,10016000,3792000,4.968,5901000,1854000,,13000,4348000,4335000,6202000,2665000,,
577,HK0000093390,2016,-4410000,-886000,7934000,11465000,18019000,4190000,3381000,2918000,38193000,77352000,79503.19,39096000,1143000,93049000,30863000,6761000,53890000,33847000,10613000,3381000,5.163,6824000,1432000,,12000,4376000,4364000,5808000,2566000,,
577,HK0000093390,2017,-3504000,335000,7457000,11286000,19386000,4759000,3735000,3268000,39146000,78205000,72310.06,39019000,1169000,94899000,31181000,7194000,55840000,33258000,11530000,3735000,5.153,7311000,1381000,,13000,4304000,4291000,5685000,1968000,,
577,HK0000093390,2018,-5655000,-683000,4789000,9773000,23409000,4988000,3157000,2622000,43362000,79663000,81774.75,37555000,-1412000,97100000,29798000,7242000,59506000,35187000,9606000,3157000,4.96,7216000,2875000,,13000,2468000,2455000,5343000,1816000,,
577,HK0000093390,2019,-4819000,-117000,5438000,10156000,24613000,5238000,3036000,2532000,43120000,80025000,93283.81,37912000,-3170000,99359000,29753000,7767000,61389000,33103000,9705000,3036000,5.007,7694000,2643000,,12000,2478000,2466000,5121000,1569000,,
577,HK0000093390,2020,-3507000,-325000,6619000,9768000,26449000,5336000,2753000,2199000,44980000,80077000,75454.38,37838000,-5632000,102330000,29748000,7548000,64430000,32389000,9967000,2753000,4.995,7188000,2595000,,13000,2746000,2733000,5341000,1405000,,
577,HK0000093390,2021,-4300000,319000,5409000,10025000,27337000,5428000,3085000,2598000,45874000,81987000,81060.38,37141000,-5068000,108854000,29125000,7128000,71657000,33961000,9737000,3085000,4.903,7097000,2711000,,13000,2941000,2928000,5652000,2003000,,
577,HK0000093390,2022,-5321000,-414000,4842000,9792000,28183000,5561000,2558000,2372000,45812000,77242000,67459.63,36369000,-11449000,110227000,28498000,7129000,73798000,34125000,10121000,2558000,4.798,7246000,2620000,,12000,3187000,3175000,5807000,1924000,,
577,HK0000093390,2023,-4807000,-367000,5214000,9662000,29266000,5696000,1935000,1841000,46616000,79879000,62381.26,35312000,-10686000,111223000,27772000,7653000,75841000,34330000,9863000,1935000,4.659,7746000,2634000,,12000,3018000,3006000,5652000,1814000,,
577,HK0000093390,2024,,,,,,,,,,,73978.56,,,,,,,,10247000,,,,,,,,,,,,
578,HK0004000045,2014,-13327000,-5860000,10719000,18253000,25027000,5303000,19008000,18725000,77984000,383442000,166808.4,305495000,21045000,443985000,266511000,40286000,129874000,38136000,12722000,19008000,100.823,14283000,1401000,,0,121000,121000,1522000,3740000,,
578,HK0004000045,2015,-11025000,4784000,7290000,24053000,22779000,5486000,23846000,23510000,70707000,379424000,143519,307728000,13782000,443216000,277083000,20521000,126036000,40875000,20707000,23846000,101.527,14853000,1421000,,0,127000,127000,1548000,3632000,,
578,HK0004000045,2016,-16041000,9121000,2478000,29084000,20735000,5850000,37289000,36957000,60794000,371022000,169933.8,316794000,5145000,443173000,292852000,24195000,117767000,46627000,29095000,37289000,104.479,17065000,1296000,,0,110000,110000,1406000,3545000,,
578,HK0004000045,2017,-30815000,12465000,-36670000,5208000,13201000,6705000,45806000,45697000,36409000,171738000,229083.3,141974000,37119000,221693000,109700000,27454000,76222000,43273000,22527000,45806000,46.748,20622000,857000,,0,81000,81000,938000,2797000,2797000000,
578,HK0004000045,2018,3737000,-27547000,22564000,-8091000,13670000,3655000,17607000,17448000,43086000,170607000,62161.3,135424000,20618000,226612000,112643000,9303000,87852000,21055000,-16322000,17607000,44.445,8752000,643000,,0,0,0,643000,1922000,1922000000,
578,HK0004000045,2019,1414000,7643000,2807000,9318000,13056000,1981000,27354000,27292000,46336000,182032000,57931.49,142874000,26192000,241466000,115180000,6702000,95123000,16874000,12603000,27354000,46.859,7869000,712000,,0,,,712000,1908000,1908000000,
578,HK0004000045,2020,-5509000,-8423000,14217000,10267000,13250000,839000,16857000,16668000,42174000,194101000,51718.27,158854000,15715000,253425000,119395000,9026000,89949000,20997000,7206000,16857000,52.066,11104000,724000,,0,,,724000,1791000,1791000000,
578,HK0004000045,2021,-7412000,6891000,-11314000,2552000,12967000,1222000,23807000,23559000,36745000,199458000,82359.81,162020000,35605000,252870000,131044000,8585000,86493000,22378000,756000,23807000,53.017,8536000,754000,,0,,,754000,1804000,1804000000,
578,HK0004000045,2022,-17550000,-8911000,-4312000,6181000,12088000,1222000,14717000,14648000,19964000,173272000,78234.25,151585000,26040000,220908000,126606000,680000,65201000,18064000,14685000,14717000,49.602,6603000,717000,,0,,,717000,1646000,1646000000,
578,HK0004000045,2023,-1743000,-3055000,3549000,2377000,12597000,1222000,11680000,11593000,19432000,163135000,58247.82,142989000,23731000,204744000,127230000,4494000,56541000,18950000,1227000,11680000,46.789,6896000,706000,,0,,,706000,1580000,1580000000,
578,HK0004000045,2024,,,,,,,,,,,70135.75,,,,,,,,2457000,,,,,,,,,,,,
579,HK0010000088,2014,-8533000,1110000,4827000,15267000,154274000,1084000,40323000,2618000,40095000,176854000,51419.13,76026000,,205350000,67354000,15447000,60654000,17609000,7313000,40323000,56.108,12006000,52000,,0,,,52000,1211000,1158000000,
579,HK0010000088,2015,-6611000,-13200000,10283000,5598000,154385000,1098000,31482000,1571000,37330000,170992000,37260.27,75470000,,195687000,70048000,7977000,55385000,9597000,12810000,31482000,55.697,5270000,55000,,0,,,55000,1395000,1323000000,
579,HK0010000088,2016,-8873000,-3441000,-748000,6559000,150611000,1085000,24524000,1648000,31119000,168564000,38314.46,75658000,,186347000,73234000,9346000,48334000,13656000,6026000,24524000,55.565,7577000,57000,,0,,,57000,1438000,1374000000,
579,HK0010000088,2017,-7435000,-13088000,14697000,8194000,164216000,1089000,18518000,1452000,28377000,174897000,37172.2,83137000,,195786000,77762000,11741000,46230000,12238000,10121000,18518000,61.057,6943000,44000,,0,,,44000,1509000,1509000000,
579,HK0010000088,2018,-1109000,-1788000,5584000,5279000,175971000,1089000,10656000,1032000,30971000,178325000,26960.05,86447000,,198594000,83181000,11340000,47858000,10086000,5063000,10656000,63.488,5498000,46000,,0,,,46000,1658000,1568000000,
579,HK0010000088,2019,-2344000,-6975000,8995000,4425000,196051000,1089000,3660000,831000,31429000,186492000,27640.86,91294000,,213235000,89140000,17865000,54908000,9435000,4138000,3660000,67.048,6205000,50000,,0,,,50000,1391000,1604000000,
579,HK0010000088,2020,3456000,3781000,2403000,2564000,201029000,1470000,6793000,1591000,39098000,190548000,25244.4,92105000,,224648000,86320000,-485000,65309000,9528000,3770000,6793000,67.625,6175000,48000,,0,,,48000,1313000,1559000000,
579,HK0010000088,2021,3259000,3508000,1564000,1727000,209267000,1144000,9140000,4432000,46219000,202596000,24454.68,95842000,,237937000,88169000,7710000,73450000,10936000,1090000,9140000,70.369,6776000,62000,,0,,,62000,1527000,1812000000,
579,HK0010000088,2022,-2791000,-3312000,3303000,3084000,199401000,1171000,5785000,2314000,46246000,196703000,15005.04,92819000,,226390000,90906000,6648000,71177000,10941000,3587000,5785000,68.149,6555000,78000,,0,,,78000,1590000,1873000000,
579,HK0010000088,2023,1327000,558000,2994000,2278000,201396000,1171000,6343000,2861000,50971000,201423000,14678.25,94360000,,231307000,93493000,7070000,76391000,10892000,3264000,6343000,69.28,6497000,88000,,0,,,88000,1560000,1873000000,
579,HK0010000088,2024,,,,,,,,,,,14405.93,,,,,,,,1918000,,,,,,,,,,,,
580,BMG4600H1198,2014,10843974,97698,4135276,-6592770,6064263,0,6724134,6710527,49385830,94732906,15999.13,55600366,56160263,143345532,31549990,4903606,85360094,17044862,-1181545,6724134,14.103,3478789,210322,,0,,,210322,1030881,,
580,BMG4600H1198,2015,274305,-733653,1412439,712387,6061407,0,5442490,5429389,46705665,92035335,15281.37,54336393,51411321,139774530,33198946,2685593,83256139,12845184,-3214096,5442490,13.843,1371307,239782,,0,,,239782,915403,,
580,BMG4600H1198,2016,787092,1300393,1181649,2048866,5381761,223020,6398532,6314948,44752223,91618911,15667.95,54416890,50079834,132497416,36847441,5482816,76092350,16255697,3333632,6398532,13.917,2847660,228787,11020,0,,,228787,890024,,
580,BMG4600H1198,2017,4328379,-656743,4931833,-441064,5698709,222556,6197684,5802832,53189787,103864472,17359.38,64094125,48936221,153073235,42421270,8656695,86835577,13823946,-2046983,6197684,16.392,3407204,226868,459,0,0,,226868,928598,,
580,BMG4600H1198,2018,3215499,2059718,3429781,2576479,6367960,890224,8715833,7939890,55101143,109430167,14021.03,65694910,52568380,163326823,47385742,9574714,95553188,13293532,448829,8715833,16.801,4567927,240011,26,0,,,240011,1298953,,
580,BMG4600H1198,2019,10160825,5178417,4228784,-531614,6729683,667668,14890441,14102038,64074545,126392206,18093.81,72580677,64010445,202794384,56204074,15649863,127778982,18600580,9206166,14890441,18.562,6794442,273043,2,0,,,273043,1580931,,
580,BMG4600H1198,2020,55439644,15273459,4996646,-36432927,5999396,2003004,51670789,29650092,117416103,188199447,45466.17,88011969,117280132,299528336,67476526,20370718,201660180,34371276,-37962209,51670789,22.86,17880213,296532,,0,28145,28145,324677,1772529,1615978,
580,BMG4600H1198,2021,-3884978,2136141,8020763,13202222,6227387,3479289,42446089,36312281,119354802,200404557,42923.55,96332147,101472312,344879462,74799218,16886797,231850293,30734196,-1483967,42446089,25.4,5776506,323187,,0,58216,58216,381403,2263296,1902195,
580,BMG4600H1198,2022,-26729430,-15935862,-1983973,10762462,5437936,356174,19847615,18394217,98196516,170572229,18847.76,93149760,71562469,296860991,81687705,14617541,198482825,27252008,11310548,19847615,24.561,3783296,317652,,0,56210,56210,373862,2399121,2026248,
580,BMG4600H1198,2023,-12948818,-2750550,-26432,10355109,5000879,0,16600667,15368332,88474290,151507799,16421.7,95358213,52319403,287400116,84596119,7120064,186415267,34291809,14460899,16600667,25.144,5300680,403751,,0,83024,83024,486775,2021623,,
